                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5571388662 |  3324636434 |  3673651448 |  4683539963 |   939238275 |  2642097050 |  5261722013 |   249999989
  Cycles                             |  4059413993 |  4059414007 |  4059414009 |  4059414101 |  4059414289 |  4059414000 |  4059414000 |  4059409579
  IPC                                |        1.37 |        0.82 |        0.90 |        1.15 |        0.23 |        0.65 |        1.30 |        0.06
  Time (ns)                          |  1353137998 |  1353138003 |  1353138003 |  1353138034 |  1353138097 |  1353138000 |  1353138000 |  1353136527
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   494207082 |   359966853 |   472629905 |   267154906 |   158724650 |   160594984 |   242308844 |    43244780
  num incorrect                      |    82506302 |    54809273 |   110492361 |    45223425 |    14643834 |    96638609 |     2016943 |    11689069
  misprediction rate                 |      14.31% |      13.21% |      18.95% |      14.48% |       8.45% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.81 |       16.49 |       30.08 |        9.66 |       15.59 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   632735178 |   391242589 |   515250476 |   526096260 |   109013243 |   315314458 |   402549543 |    23761816
    num misses                       |        1924 |          10 |         259 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2329551249 |  1494259463 |  1436822029 |  2200154231 |   327051297 |  1214846206 |  3027757959 |    88558906
    num misses                       |     1223951 |    15212116 |     2545886 |     1418298 |     5616980 |     8343232 |      408312 |    21160118
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.58 |        0.69 |        0.30 |        5.98 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1225875 |    15212126 |     2546145 |     1418354 |     5617022 |     8343242 |      408355 |    21160121
    num misses                       |       38733 |     1352026 |      406975 |      223608 |     1519392 |     6631499 |      116931 |    10898234
    miss rate                        |       3.16% |       8.89% |      15.98% |      15.77% |      27.05% |      79.48% |      28.63% |      51.50%
    mpki                             |        0.01 |        0.41 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   632735178 |   391242589 |   515250476 |   526096260 |   109013243 |   315314458 |   402549543 |    23761816
    num cache misses                 |     8698641 |      287987 |    16046625 |     1529258 |      124120 |      173563 |      364637 |      189936
    miss rate                        |       1.37% |       0.07% |       3.11% |       0.29% |       0.11% |       0.06% |       0.09% |       0.80%
    mpki                             |        1.56 |        0.09 |        4.37 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2329551249 |  1494259463 |  1436822029 |  2200154231 |   327051297 |  1214846206 |  3027757959 |    88558906
    num cache misses                 |    21557985 |    47906775 |    17830346 |    13494084 |    38237938 |    18763588 |    28472776 |    28754961
    miss rate                        |       0.93% |       3.21% |       1.24% |       0.61% |      11.69% |       1.54% |       0.94% |      32.47%
    mpki                             |        3.87 |       14.41 |        4.85 |        2.88 |       40.71 |        7.10 |        5.41 |      115.02
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30329889 |    48719862 |    34913609 |    15040282 |    41895086 |    20458368 |    28878515 |    32627759
    num cache misses                 |    12094872 |    33748927 |    15524440 |    10569542 |    33834951 |    17632082 |    19937736 |    24331363
    miss rate                        |      39.88% |      69.27% |      44.47% |      70.27% |      80.76% |      86.19% |      69.04% |      74.57%
    mpki                             |        2.17 |       10.15 |        4.23 |        2.26 |       36.02 |        6.67 |        3.79 |       97.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12169591 |    34303175 |    16565385 |    10588101 |    37369677 |    19371682 |    19981462 |    28039954
    num cache misses                 |     1531413 |     9190375 |     2947178 |     6590878 |    21101467 |     5018714 |    11593433 |    16963895
    miss rate                        |      12.58% |      26.79% |      17.79% |      62.25% |      56.47% |      25.91% |      58.02% |      60.50%
    mpki                             |        0.27 |        2.76 |        0.80 |        1.41 |       22.47 |        1.90 |        2.20 |       67.86
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   112029988 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      173.78 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       63.77 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      82.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
