                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  395190018 |  331511668 |  249999984 |  503962728
  Cycles                             |  335981580 |  335981423 |  335978931 |  335981311
  IPC                                |       1.18 |       0.99 |       0.74 |       1.50
  Time (ns)                          |  111993860 |  111993808 |  111992977 |  111993770
Branch predictor stats               |            |            |            |           
  num correct                        |   59614422 |   42454098 |   15199251 |   28565878
  num incorrect                      |    6662724 |   10097538 |    9146162 |    4841112
  misprediction rate                 |     10.05% |     19.21% |     37.57% |     14.49%
  mpki                               |      16.86 |      30.46 |      36.58 |       9.61
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   63224968 |   46364973 |   29844534 |   56474224
    num misses                       |       2506 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  158547410 |  130095750 |  114926447 |  237224364
    num misses                       |     846370 |     208685 |     791208 |     152051
    miss rate                        |      0.53% |      0.16% |      0.69% |      0.06%
    mpki                             |       2.14 |       0.63 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     848876 |     208798 |     791218 |     152107
    num misses                       |     125298 |      35877 |     629351 |      24257
    miss rate                        |     14.76% |     17.18% |     79.54% |     15.95%
    mpki                             |       0.32 |       0.11 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   63224968 |   46364973 |   29844534 |   56474224
    num cache misses                 |    1007308 |    1335377 |       3358 |      78706
    miss rate                        |      1.59% |      2.88% |      0.01% |      0.14%
    mpki                             |       2.55 |       4.03 |       0.01 |       0.16
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  158547410 |  130095750 |  114926447 |  237224364
    num cache misses                 |    1343536 |    1470232 |    1768097 |    1413434
    miss rate                        |      0.85% |      1.13% |      1.54% |      0.60%
    mpki                             |       3.40 |       4.43 |       7.07 |       2.80
  Cache L2                           |            |            |            |           
    num cache accesses               |    2399775 |    2886014 |    1915260 |    1494327
    num cache misses                 |     477875 |     289264 |     741375 |     609749
    miss rate                        |     19.91% |     10.02% |     38.71% |     40.80%
    mpki                             |       1.21 |       0.87 |       2.97 |       1.21
  Cache L3                           |            |            |            |           
    num cache accesses               |     527987 |     373293 |     949904 |     655368
    num cache misses                 |     447607 |     258249 |     454681 |     382828
    miss rate                        |     84.78% |     69.18% |     47.87% |     58.41%
    mpki                             |       1.13 |       0.78 |       1.82 |       0.76
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2279427 |          0 |          0 |          0
  average dram access latency (ns)   |     112.45 |        inf |        inf |        inf
  average dram queueing delay        |       2.44 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     20.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
