,0128k,0256k,0512k,1024k
stp-l2-00,1.00755432817,1.007811788,1.01110212628,1.013416407
stp-l2-01,1.02383873379,1.02401799875,1.03509492311,1.04231770225
stp-l2-02,0.893752328338,0.933416535132,0.9496319237,0.969336513531
hms-l2-00,1.02790018618,1.02878349973,1.03238828231,1.03721433835
hms-l2-01,1.04949371167,1.04489381561,1.05142720984,1.06062921317
hms-l2-02,0.949161902617,1.00019545713,1.0160405004,1.03360596022
mpki-l2-00,1.07989968492,1.08506688701,1.10243444046,1.08493671434
mpki-l2-01,1.0560405292,1.04332511769,1.03885760593,1.02704719838
mpki-l2-02,1.04661673853,1.02949161976,1.00784218728,1.01622196439
