,0_5M,01M,02M,04M
stp-l3-00,1.000099717,1.0141446851,1.01670583945,0.999964729039
hms-l3-00,1.00041489961,1.02451936166,1.017653999,1.01733570669
mpki-l3-00,1.00002481514,1.00041338581,0.99934656709,1.00177311396
