,0128k,0256k,0512k,1024k
accesses-access-00,1.0,0.867458045613,0.822374435339,0.790416168104
accesses-access-01,1.0,0.950678082467,0.91832592636,0.896179751349
accesses-access-02,1.0,0.638114838973,0.614410807049,0.551878809765
accesses-4-access-00,1.0,0.986107027398,0.985056223447,0.984533109478
accesses-4-access-01,1.0,0.872550779517,0.717341820977,0.561167293293
accesses-4-access-02,1.0,0.930865974296,0.866341905703,0.821723160322
accesses-4-access-03,1.0,0.549555594764,0.493387904803,0.477865235224
accesses-4-access-04,1.0,0.949959614498,0.920793092552,0.899118634505
