,0128k,0256k,0512k,1024k
stp-l2-00,1.00253277201,1.00143151174,1.0017124278,1.00203673502
stp-l2-01,1.00290125446,1.00359898551,1.00366775529,1.00632626488
stp-l2-02,0.965165840976,0.956405728484,0.953854810206,0.950787717451
hms-l2-00,1.00635486375,1.00344361685,1.00424617062,1.0046404153
hms-l2-01,1.00405076521,1.00476556602,1.00458753723,1.01755194307
hms-l2-02,0.981037394734,0.969445900845,0.965127152134,0.961041606698
mpki-l2-00,1.00048811161,1.00149252969,1.00054607912,0.999253583563
mpki-l2-01,1.00064297316,1.00129582617,1.00078040554,1.00057356836
mpki-l2-02,0.999966513815,1.00022605767,1.00109148986,0.999996570113
