,01_6,03_2,06_4
mpki-membus-00,0.995624183921,0.993897081068,0.993004446072
mpki-membus-01,1.21989471246,1.21230459507,1.21559388769
mpki-membus-02,1.08378712247,1.07527305581,1.07989968492
mpki-membus-03,1.00426806122,1.00232102895,1.00177311396
mpki-membus-04,1.00086789254,1.00111806304,1.00048811161
mpki-membus-05,1.03284440249,1.03335192257,1.0356315152
