,0128k,0256k,0512k,1024k
stp-l2-00,1.0,0.991298550072,0.981608806325,0.973569730422
stp-l2-01,1.0,0.979146181264,0.960203305378,0.949745895093
stp-l2-02,1.0,0.96730714078,0.93313945715,0.907203529361
hms-l2-00,1.0,0.991814500279,0.982260852066,0.974216323394
hms-l2-01,1.0,0.982811843964,0.966324176237,0.955475963664
hms-l2-02,1.0,0.98061735559,0.953691350223,0.922618771828
mpki-l2-00,1.0,1.00151101132,1.00746887812,1.02189260221
mpki-l2-01,1.0,1.00077208427,1.0024005217,1.00913935201
mpki-l2-02,1.0,0.999987452969,1.0000036146,1.00000755842
