,0128k,0256k,0512k,1024k
stp-l2-00,1.0,0.989311506714,0.982432829651,0.976802882289
stp-l2-01,1.0,0.990836732507,0.985607478062,0.97759465903
stp-l2-02,1.0,0.967064205169,0.945644344967,0.923473955595
hms-l2-00,1.0,0.990276998762,0.978692355916,0.973190421227
hms-l2-01,1.0,0.994841028236,0.992954746389,0.9908190403
hms-l2-02,1.0,0.977871049104,0.956751161702,0.943319191649
mpki-l2-00,1.0,1.00506582884,1.02235792064,1.02783346964
mpki-l2-01,1.0,1.01678655584,1.02566751091,1.05189090445
mpki-l2-02,1.0,0.998275886638,0.997803084128,0.997678089005
