,0128k,0256k,0512k,1024k
stp-l2-00,1.0,0.951374999526,0.930907788581,0.99070849319
stp-l2-01,1.0,0.994491560655,0.987762377557,0.98024919857
stp-l2-02,1.0,0.961698486369,0.929914778686,0.914190365901
hms-l2-00,1.0,0.942452226488,0.918372613205,0.997968079243
hms-l2-01,1.0,0.994586265515,0.987930659538,0.979896790052
hms-l2-02,1.0,0.973850807577,0.945355546026,0.924488367468
mpki-l2-00,1.0,1.00719232748,1.01574198337,1.01632942622
mpki-l2-01,1.0,1.00409340549,1.00978271209,1.02255173736
mpki-l2-02,1.0,0.99917214019,0.998741101273,1.00289084881
