,0_5M,01M,02M,04M
stp-l3-00,0.911397889939,0.9596295472,0.960114167525,0.977898122365
hms-l3-00,0.929549544734,0.950268835837,0.95105263439,1.00293253909
mpki-l3-00,1.80271319757,1.40980907678,1.23874435259,1.21559388769
