,0128k,0256k,0512k,1024k
stp-l2-00,1.00253277201,1.00143151174,1.0017124278,1.00203673502
stp-l2-01,1.00290125446,1.00359898551,1.00366775529,1.00632626488
stp-l2-02,0.965165840976,0.956405728484,0.953854810206,0.950787717451
hms-l2-00,0.997659642259,0.998702898471,0.998444941648,0.998129775866
hms-l2-01,0.997242326147,0.996635397626,0.99660092933,0.994178116509
hms-l2-02,1.03830644705,1.0491502361,1.05248980222,1.0563025244
mpki-l2-00,1.00048811161,1.00149252969,1.00054607912,0.999253583563
mpki-l2-01,1.00064297316,1.00129582617,1.00078040554,1.00057356836
mpki-l2-02,0.999966513815,1.00022605767,1.00109148986,0.999996570113
