,0_5M,01M,02M,04M
stp-l3-00,0.98171997079,0.986791266184,0.995676023731,1.00253277201
hms-l3-00,1.00963703291,0.992675906837,0.996798121309,1.00635486375
mpki-l3-00,1.08462717678,1.01692911526,1.00492973911,1.00048811161
