,0128k,0256k,0512k,1024k
stp-l2-00,0.977898122365,0.975869275977,0.979463914215,0.985171807024
stp-l2-01,0.940822288295,0.930945632222,0.930571987304,0.940880457414
stp-l2-02,0.547130924816,0.57162097511,0.578641784697,0.592193916975
hms-l2-00,1.02626461777,1.02819564641,1.0245572546,1.01870184874
hms-l2-01,1.06926632931,1.08314414326,1.08767229392,1.07493072161
hms-l2-02,1.84396808547,1.79516041031,1.78216637299,1.73542840955
mpki-l2-00,1.21559388769,1.21677557946,1.22673824833,1.20074821703
mpki-l2-01,1.13560502584,1.11377766114,1.10901369983,1.09843036043
mpki-l2-02,1.10065209018,1.10864127603,1.09391889321,1.10441946428
