,0128k,0256k,0512k,1024k
stp-l2-00,1.00921419328,1.00763807451,1.00330240315,1.00124981198
stp-l2-01,1.01799455732,1.01455459448,1.00638399461,1.00403115774
stp-l2-02,1.02608836332,1.02580747633,1.01278196901,1.00620067624
hms-l2-00,0.990984166231,0.992497395951,0.996729212898,0.998756299485
hms-l2-01,0.982419352696,0.985736655191,0.993688009819,0.995998964175
hms-l2-02,0.974706907565,0.974972046321,0.987422937785,0.993853345108
mpki-l2-00,0.993004446072,0.99192842952,0.99282997761,0.997535313084
mpki-l2-01,0.980885352805,0.98132040178,0.987923512682,0.994006913712
mpki-l2-02,0.980805968344,0.978780968505,0.982673411116,0.987740271279
