                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1361296215 |  2285976302 |  1931161069 |  1687495442 |   932887365 |   571143982 |  1461699965 |   278398000 |  2365730186 |   571253774 |  2244196348 |   824753277 |  1438791991 |  2795422984 |  1421784798
  Cycles                             |  1652321738 |  1652323802 |  1652323793 |  1652324144 |  1652323785 |  1652323780 |  1652323782 |  1652323811 |  1652323968 |  1652323782 |  1652323946 |  1652323775 |  1652324004 |  1652323810 |  1652323816 |  1652323800
  IPC                                |        0.15 |        0.82 |        1.38 |        1.17 |        1.02 |        0.56 |        0.35 |        0.88 |        0.17 |        1.43 |        0.35 |        1.36 |        0.50 |        0.87 |        1.69 |        0.86
  Time (ns)                          |   550773913 |   550774601 |   550774598 |   550774715 |   550774595 |   550774594 |   550774594 |   550774604 |   550774656 |   550774594 |   550774649 |   550774592 |   550774668 |   550774604 |   550774606 |   550774600
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    71201173 |   203015453 |    88917478 |    96492562 |    56690000 |    30907870 |   223589872 |    47183731 |   103481591 |    35191100 |   180449463 |    18901632 |    26741194 |   185990048 |   214524307
  num incorrect                      |     4720676 |    52498178 |    33870580 |      737398 |    16355570 |    34113498 |      723011 |    57252895 |     4292924 |     5886602 |     1130718 |    30316497 |      335344 |     3984203 |    31970943 |    24042919
  misprediction rate                 |      12.07% |      42.44% |      14.30% |       0.82% |      14.49% |      37.57% |       2.29% |      20.39% |       8.34% |       5.38% |       3.11% |      14.38% |       1.74% |      12.97% |      14.67% |      10.08%
  mpki                               |       18.88 |       38.56 |       14.82 |        0.38 |        9.69 |       36.57 |        1.27 |       39.17 |       15.42 |        2.49 |        1.98 |       13.51 |        0.41 |        2.77 |       11.44 |       16.91
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   109490960 |   259597825 |   147731758 |   189740328 |   111284907 |    57763888 |   190132898 |    32304560 |   226094953 |    54333269 |   328735323 |    74363743 |   137046560 |   339115840 |   227482324
    num misses                       |          84 |          52 |         839 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          78 |          18 |        8298
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   399242400 |   955794383 |  1111264897 |   792031838 |   428997738 |   198547133 |   491932985 |    96676363 |   723020060 |   188503631 |  1075968346 |   322755957 |   732452778 |  1178509531 |   571422581
    num misses                       |     4543797 |       22889 |      497343 |      149203 |      509912 |     2937440 |      297099 |     2174154 |     1645650 |      221814 |     1627105 |     5999785 |      165784 |     1656007 |     8366368 |     3093121
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.15% |       0.44% |       1.70% |       0.03% |       0.86% |       0.56% |       0.05% |       0.23% |       0.71% |       0.54%
    mpki                             |       18.18 |        0.02 |        0.22 |        0.08 |        0.30 |        3.15 |        0.52 |        1.49 |        5.91 |        0.09 |        2.85 |        2.67 |        0.20 |        1.15 |        2.99 |        2.18
