                                     | Core 0     | Core 1      | Core 2      | Core 3    
  Instructions                       |  249999973 |  1451778317 |  1117064821 |  712068321
  Cycles                             |  924775872 |   924778902 |   924778771 |  924778771
  IPC                                |       0.27 |        1.57 |        1.21 |       0.77
  Time (ns)                          |  308258624 |   308259634 |   308259590 |  308259590
Branch predictor stats               |            |             |             |           
  num correct                        |   40600608 |    63802247 |   168495582 |  107017491
  num incorrect                      |    2521753 |     3622224 |    18911585 |   23973104
  misprediction rate                 |      5.85% |       5.37% |      10.09% |     18.30%
  mpki                               |      10.09 |        2.50 |       16.93 |      33.67
TLB Summary                          |            |             |             |           
  I-TLB                              |            |             |             |           
    num accesses                     |   41868591 |   138537653 |   178819269 |   99123338
    num misses                       |          4 |           8 |        6850 |        204
    miss rate                        |      0.00% |       0.00% |       0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |        0.01 |       0.00
  D-TLB                              |            |             |             |           
    num accesses                     |   75636447 |   442546701 |   450005704 |  277258295
    num misses                       |      88470 |      140442 |     2523133 |    1473367
    miss rate                        |      0.12% |       0.03% |       0.56% |      0.53%
    mpki                             |       0.35 |        0.10 |        2.26 |       2.07
  L2 TLB                             |            |             |             |           
    num accesses                     |      88474 |      140450 |     2529983 |    1473571
    num misses                       |      88474 |        3649 |      364287 |     121125
    miss rate                        |    100.00% |       2.60% |      14.40% |      8.22%
    mpki                             |       0.35 |        0.00 |        0.33 |       0.17
Cache Summary                        |            |             |             |           
  Cache L1-I                         |            |             |             |           
    num cache accesses               |   41868591 |   138537653 |   178819269 |   99123338
    num cache misses                 |       7090 |       25406 |     3405009 |    5929269
    miss rate                        |      0.02% |       0.02% |       1.90% |      5.98%
    mpki                             |       0.03 |        0.02 |        3.05 |       8.33
  Cache L1-D                         |            |             |             |           
    num cache accesses               |   75636447 |   442546701 |   450005704 |  277258295
    num cache misses                 |    5663674 |    11771427 |     4219729 |    5129412
    miss rate                        |      7.49% |       2.66% |       0.94% |      1.85%
    mpki                             |      22.65 |        8.11 |        3.78 |       7.20
  Cache L2                           |            |             |             |           
    num cache accesses               |    7690458 |    11844069 |     7746209 |   11292336
    num cache misses                 |    5670764 |      414624 |     4108881 |    4913358
    miss rate                        |     73.74% |       3.50% |      53.04% |     43.51%
    mpki                             |      22.68 |        0.29 |        3.68 |       6.90
  Cache L3                           |            |             |             |           
    num cache accesses               |    7690458 |      463670 |     4230789 |    5147263
    num cache misses                 |    5660106 |      272717 |     1142263 |    1248671
    miss rate                        |     73.60% |      58.82% |      27.00% |     24.26%
    mpki                             |      22.64 |        0.19 |        1.02 |       1.75
DRAM summary                         |            |             |             |           
  num dram accesses                  |   10960832 |           0 |           0 |          0
  average dram access latency (ns)   |     114.62 |         inf |         inf |        inf
  average dram queueing delay        |       4.61 |        0.00 |        0.00 |       0.00
  average dram bandwidth utilization |     35.00% |       0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |             |             |           
  num loads from dram                |          0 |           0 |           0 |          0
  num loads from dram cache          |          0 |           0 |           0 |          0
  num loads from remote cache        |          0 |           0 |           0 |          0
