                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   617238854 |   719409268 |   375852391 |   249999973
  Cycles                             |  1178136463 |  1178136365 |  1178136412 |  1178132338
  IPC                                |        0.52 |        0.61 |        0.32 |        0.21
  Time (ns)                          |   392712155 |   392712122 |   392712138 |   392710780
Branch predictor stats               |             |             |             |            
  num correct                        |    33259702 |   108239184 |     7122093 |    40600608
  num incorrect                      |      778086 |    24190946 |     9900762 |     2521753
  misprediction rate                 |       2.29% |      18.27% |      58.16% |       5.85%
  mpki                               |        1.26 |       33.63 |       26.34 |       10.09
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    62027179 |   100571048 |    41378480 |    41868591
    num misses                       |          47 |         205 |          14 |           4
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   215634223 |   279719646 |   138463534 |    75636447
    num misses                       |      338696 |     1493729 |      991389 |       88470
    miss rate                        |       0.16% |       0.53% |       0.72% |       0.12%
    mpki                             |        0.55 |        2.08 |        2.64 |        0.35
  L2 TLB                             |             |             |             |            
    num accesses                     |      338743 |     1493934 |      991403 |       88474
    num misses                       |      104602 |      137641 |      991392 |       88474
    miss rate                        |      30.88% |       9.21% |     100.00% |     100.00%
    mpki                             |        0.17 |        0.19 |        2.64 |        0.35
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    62027179 |   100571048 |    41378480 |    41868591
    num cache misses                 |       60627 |     5993989 |       33087 |        7097
    miss rate                        |       0.10% |       5.96% |       0.08% |       0.02%
    mpki                             |        0.10 |        8.33 |        0.09 |        0.03
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   215634223 |   279719646 |   138463534 |    75636447
    num cache misses                 |     7729720 |     5411265 |    10644310 |     5663673
    miss rate                        |       3.58% |       1.93% |       7.69% |       7.49%
    mpki                             |       12.52 |        7.52 |       28.32 |       22.65
  Cache L2                           |             |             |             |            
    num cache accesses               |     8848095 |    11681123 |    12087097 |     7690464
    num cache misses                 |     6321663 |     5332828 |    10677397 |     5670770
    miss rate                        |      71.45% |      45.65% |      88.34% |      73.74%
    mpki                             |       10.24 |        7.41 |       28.41 |       22.68
  Cache L3                           |             |             |             |            
    num cache accesses               |     7396512 |     5609281 |    12087097 |     7690464
    num cache misses                 |     5537517 |     1698922 |    10642406 |     5660150
    miss rate                        |      74.87% |      30.29% |      88.05% |      73.60%
    mpki                             |        8.97 |        2.36 |       28.32 |       22.64
DRAM summary                         |             |             |             |            
  num dram accesses                  |    32833950 |           0 |           0 |           0
  average dram access latency (ns)   |      156.26 |         inf |         inf |         inf
  average dram queueing delay        |       46.25 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      83.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
