                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3957479450 |   857298720 |  4182332645 |   249999989 |  4099072248 |  2954021057 |   484066625 |  1054003291
  Cycles                             |  4317318651 |  4317318340 |  4317318300 |  4317315486 |  4317318310 |  4317318300 |  4317318833 |  4317318375
  IPC                                |        0.92 |        0.20 |        0.97 |        0.06 |        0.95 |        0.68 |        0.11 |        0.24
  Time (ns)                          |  1439106217 |  1439106114 |  1439106100 |  1439105162 |  1439106104 |  1439106100 |  1439106278 |  1439106125
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   212993906 |   117912031 |    77448987 |    43244780 |   528201076 |    67922494 |   113394804 |   177880480
  num incorrect                      |   150623586 |    16196273 |    11728449 |    11689069 |   123219753 |     1210933 |    12601914 |    16411178
  misprediction rate                 |      41.42% |      12.08% |      13.15% |      21.28% |      18.92% |       1.75% |      10.00% |       8.45%
  mpki                               |       38.06 |       18.89 |        2.80 |       46.76 |       30.06 |        0.41 |       26.03 |       15.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   320689747 |   150233205 |   398092316 |    23761816 |   574786368 |   264212702 |    40940900 |   122293174
    num misses                       |          52 |         104 |         122 |           3 |         278 |           4 |       33448 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1164894808 |   399457726 |  2126281393 |    88558906 |  1600613342 |  1161358131 |   167720215 |   367225497
    num misses                       |       70432 |    15570300 |     4744585 |    21160103 |     2870212 |      617484 |     2568892 |     6320540
    miss rate                        |       0.01% |       3.90% |       0.22% |      23.89% |       0.18% |       0.05% |       1.53% |       1.72%
    mpki                             |        0.02 |       18.16 |        1.13 |       84.64 |        0.70 |        0.21 |        5.31 |        6.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       70484 |    15570404 |     4744707 |    21160106 |     2870490 |      617488 |     2602340 |     6320582
    num misses                       |       62849 |     4669000 |       64426 |    10898579 |      456864 |      323111 |     2200425 |     1711355
    miss rate                        |      89.17% |      29.99% |       1.36% |      51.51% |      15.92% |      52.33% |      84.56% |      27.08%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.59 |        0.11 |        0.11 |        4.55 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   320689747 |   150233205 |   398092316 |    23761816 |   574786368 |   264212702 |    40940900 |   122293174
    num cache misses                 |       92596 |     3270312 |      719076 |      190438 |    17874856 |      379887 |      801062 |      138700
    miss rate                        |       0.03% |       2.18% |       0.18% |       0.80% |       3.11% |       0.14% |       1.96% |       0.11%
    mpki                             |        0.02 |        3.81 |        0.17 |        0.76 |        4.36 |        0.13 |        1.65 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1164894808 |   399457726 |  2126281393 |    88558906 |  1600613342 |  1161358131 |   167720215 |   367225497
    num cache misses                 |     4367887 |    22802033 |    32635632 |    28760163 |    19993719 |    30068875 |    14475738 |    43016787
    miss rate                        |       0.37% |       5.71% |       1.53% |      32.48% |       1.25% |       2.59% |       8.63% |      11.71%
    mpki                             |        1.10 |       26.60 |        7.80 |      115.04 |        4.88 |       10.18 |       29.90 |       40.81
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4592476 |    30552416 |    33690965 |    32649152 |    38810230 |    30493131 |    15327813 |    46727545
    num cache misses                 |     4273930 |    22389706 |    17401201 |    24343905 |    17284499 |    21336758 |    14681148 |    38082130
    miss rate                        |      93.06% |      73.28% |      51.65% |      74.56% |      44.54% |      69.97% |      95.78% |      81.50%
    mpki                             |        1.08 |       26.12 |        4.16 |       97.38 |        4.22 |        7.22 |       30.33 |       36.13
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4409121 |    26876978 |    17737859 |    28068253 |    18229966 |    21405417 |    14733402 |    41655797
    num cache misses                 |     4243266 |    15173184 |     2685513 |    17192468 |     2555169 |    20495064 |    14255642 |    20920047
    miss rate                        |      96.24% |      56.45% |      15.14% |      61.25% |      14.02% |      95.75% |      96.76% |      50.22%
    mpki                             |        1.07 |       17.70 |        0.64 |       68.77 |        0.62 |        6.94 |       29.45 |       19.85
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   127143061 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      173.29 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       63.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
