                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2123153784 |   249999989 |   841104958 |  2173013268
  Cycles                             |  3074015532 |  3074011854 |  3074015701 |  3074015634
  IPC                                |        0.69 |        0.08 |        0.27 |        0.71
  Time (ns)                          |  1024671844 |  1024670618 |  1024671901 |  1024671878
Branch predictor stats               |             |             |             |            
  num correct                        |   129045948 |    43244780 |   115751471 |   330351917
  num incorrect                      |    77653568 |    11689069 |    15877599 |    71305734
  misprediction rate                 |      37.57% |      21.28% |      12.06% |      17.75%
  mpki                               |       36.57 |       46.76 |       18.88 |       32.81
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   253380524 |    23761816 |   147403676 |   299886488
    num misses                       |          10 |           3 |         101 |         426
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   976348651 |    88558906 |   391954185 |   843476239
    num misses                       |     6699325 |    21160169 |    15284746 |     4460903
    miss rate                        |       0.69% |      23.89% |       3.90% |       0.53%
    mpki                             |        3.16 |       84.64 |       18.17 |        2.05
  L2 TLB                             |             |             |             |            
    num accesses                     |     6699335 |    21160172 |    15284847 |     4461329
    num misses                       |     5325003 |    10898366 |     4586421 |      417851
    miss rate                        |      79.49% |      51.50% |      30.01% |       9.37%
    mpki                             |        2.51 |       43.59 |        5.45 |        0.19
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   253380524 |    23761816 |   147403676 |   299886488
    num cache misses                 |      140800 |      189330 |     3192774 |    17589087
    miss rate                        |       0.06% |       0.80% |       2.17% |       5.87%
    mpki                             |        0.07 |        0.76 |        3.80 |        8.09
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   976348651 |    88558906 |   391954185 |   843476239
    num cache misses                 |    15106753 |    28745942 |    22374158 |    19049918
    miss rate                        |       1.55% |      32.46% |       5.71% |       2.26%
    mpki                             |        7.12 |      114.98 |       26.60 |        8.77
  Cache L2                           |             |             |             |            
    num cache accesses               |    16596358 |    32394836 |    29805972 |    37495852
    num cache misses                 |    14199151 |    24323175 |    21955518 |    18671461
    miss rate                        |      85.56% |      75.08% |      73.66% |      49.80%
    mpki                             |        6.69 |       97.29 |       26.10 |        8.59
  Cache L3                           |             |             |             |            
    num cache accesses               |    15744178 |    27807441 |    26200930 |    19529458
    num cache misses                 |     4683355 |    16408413 |    14532935 |     4906988
    miss rate                        |      29.75% |      59.01% |      55.47% |      25.13%
    mpki                             |        2.21 |       65.63 |       17.28 |        2.26
DRAM summary                         |             |             |             |            
  num dram accesses                  |    54876343 |           0 |           0 |           0
  average dram access latency (ns)   |      117.93 |         inf |         inf |         inf
  average dram queueing delay        |        7.92 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      53.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
