                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1160686015 |  11009193445 |   449412099 |  7819466376 |   470820120 |  8212625477 |  3685964395 |   502389559 |   862337607 |  1762990316 |  1072580534 |  3925663325 |   249999981 |   681042107 |  9705668424 |  7739481179
  Cycles                             |  6076213272 |   6076212988 |  6076213156 |  6076213408 |  6076212914 |  6076212987 |  6076213364 |  6076213243 |  6076213382 |  6076213292 |  6076212913 |  6076213011 |  6076208919 |  6076213301 |  6076212985 |  6076212986
  IPC                                |        0.19 |         1.81 |        0.07 |        1.29 |        0.08 |        1.35 |        0.61 |        0.08 |        0.14 |        0.29 |        0.18 |        0.65 |        0.04 |        0.11 |        1.60 |        1.27
  Time (ns)                          |  2025404424 |   2025404330 |  2025404386 |  2025404470 |  2025404305 |  2025404329 |  2025404455 |  2025404415 |  2025404461 |  2025404431 |  2025404305 |  2025404337 |  2025402973 |  2025404434 |  2025404329 |  2025404329
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    62064135 |   2031751333 |    74605883 |   693343657 |    64737076 |  1092940264 |   556147601 |    85274606 |     7818335 |    40613304 |    35204370 |   209589888 |    58565837 |    12596419 |   646793487 |   341821040
  num incorrect                      |     1451993 |    138603347 |     4518969 |   115716841 |     8895914 |   110760393 |    62430220 |     7859248 |       52348 |      724273 |    16581592 |   149797637 |     6500447 |    17557818 |   110964408 |    19397943
  misprediction rate                 |       2.29% |        6.39% |       5.71% |      14.30% |      12.08% |       9.20% |      10.09% |       8.44% |       0.67% |       1.75% |      32.02% |      41.68% |       9.99% |      58.23% |      14.64% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.06 |       14.80 |       18.89 |       13.49 |       16.94 |       15.64 |        0.06 |        0.41 |       15.46 |       38.16 |       26.00 |       25.78 |       11.43 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115953483 |   1805230903 |    75773987 |   888019923 |    82468462 |  1231832094 |   589965038 |    58310207 |    76214016 |   157558369 |    83758415 |   318523416 |    21135842 |    73725746 |  1177693482 |   737006928
    num misses                       |          47 |           39 |           4 |        2659 |          92 |        5287 |       21362 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   405545178 |   3587875546 |   136106626 |  3269550473 |   219400943 |  3205717312 |  1482925045 |   173949702 |   234746921 |   692179347 |   470081544 |  1155587071 |    86633855 |   248005217 |  4092406002 |  2352665107
    num misses                       |      612308 |           23 |      162911 |     1719165 |     8541123 |      985512 |     8161134 |     2927205 |      418999 |      368818 |      483906 |       67980 |     1331687 |     1719401 |    29048831 |      755410
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.55% |       1.68% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.14 |        0.12 |        2.21 |        5.83 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        2.99 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      612355 |           62 |      162915 |     1721824 |     8541215 |      990799 |     8182496 |     2927247 |      419002 |      368822 |      483909 |       68032 |     1349128 |     1719415 |    29048849 |      755418
    num misses                       |      191349 |           62 |      162915 |       54328 |     2549141 |       28955 |     1166159 |      796860 |      418685 |      192014 |      328503 |       60624 |     1140468 |     1719396 |      221940 |       18744
    miss rate                        |      31.25% |      100.00% |     100.00% |       3.16% |      29.85% |       2.92% |      14.25% |      27.22% |      99.92% |      52.06% |      67.89% |      89.11% |      84.53% |     100.00% |       0.76% |       2.48%
    mpki                             |        0.16 |         0.00 |        0.36 |        0.01 |        5.41 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115953483 |   1805230903 |    75773987 |   888019923 |    82468462 |  1231832094 |   589965038 |    58310207 |    76214016 |   157558369 |    83758415 |   318523416 |    21135842 |    73725746 |  1177693482 |   737006928
    num cache misses                 |      116443 |     17006816 |       12478 |    12174242 |     1794725 |    25413433 |    11026559 |       66181 |      592136 |      226135 |      121551 |       78312 |      402901 |       54977 |    10150120 |      121555
    miss rate                        |       0.10% |        0.94% |       0.02% |       1.37% |       2.18% |       2.06% |       1.87% |       0.11% |       0.78% |       0.14% |       0.15% |       0.02% |       1.91% |       0.07% |       0.86% |       0.02%
    mpki                             |        0.10 |         1.54 |        0.03 |        1.56 |        3.81 |        3.09 |        2.99 |        0.13 |        0.69 |        0.13 |        0.11 |        0.02 |        1.61 |        0.08 |        1.05 |        0.02
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   405545178 |   3587875546 |   136106626 |  3269550473 |   219400943 |  3205717312 |  1482925045 |   173949702 |   234746921 |   692179347 |   470081544 |  1155587071 |    86633855 |   248005217 |  4092406002 |  2352665107
    num cache misses                 |    14284045 |       130781 |    10429043 |    30257357 |    12504836 |    43446526 |    13656868 |    20277303 |    44264799 |    17912195 |    23781798 |     4174060 |     7451776 |    18958266 |    19297426 |    62295346
    miss rate                        |       3.52% |        0.00% |       7.66% |       0.93% |       5.70% |       1.36% |       0.92% |      11.66% |      18.86% |       2.59% |       5.06% |       0.36% |       8.60% |       7.64% |       0.47% |       2.65%
    mpki                             |       12.31 |         0.01 |       23.21 |        3.87 |       26.56 |        5.29 |        3.71 |       40.36 |       51.33 |       10.16 |       22.17 |        1.06 |       29.81 |       27.84 |        1.99 |        8.05
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16471423 |     17154825 |    13826288 |    42483125 |    16808147 |    69156967 |    25153921 |    22511253 |    44856946 |    18140994 |    25493053 |     4364320 |     7874308 |    21367914 |    29565772 |    62636111
    num cache misses                 |    11632393 |       362051 |    10441521 |    16847269 |    12281181 |     3967270 |    13251467 |    17933660 |    29151772 |    12585834 |    21276689 |     4059116 |     7525898 |    19013243 |     2897362 |     1980813
    miss rate                        |      70.62% |        2.11% |      75.52% |      39.66% |      73.07% |       5.74% |      52.68% |      79.67% |      64.99% |      69.38% |      83.46% |      93.01% |      95.58% |      88.98% |       9.80% |       3.16%
    mpki                             |       10.02 |         0.03 |       23.23 |        2.15 |       26.08 |        0.48 |        3.60 |       35.70 |       33.81 |        7.14 |       19.84 |        1.03 |       30.10 |       27.92 |        0.30 |        0.26
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13737315 |       379279 |    13826288 |    16899340 |    14793683 |     4264497 |    13723770 |    20102347 |    29151783 |    12592346 |    22866393 |     4172630 |     7546100 |    21367914 |     3017822 |     2206395
    num cache misses                 |    10258763 |       357414 |    10422729 |     1215497 |     8468116 |     1823447 |     4152818 |    12101844 |    26787403 |    12079490 |    21020178 |     4029403 |     7265197 |    18955025 |      690779 |     1249690
    miss rate                        |      74.68% |       94.24% |      75.38% |       7.19% |      57.24% |      42.76% |      30.26% |      60.20% |      91.89% |      95.93% |      91.93% |      96.57% |      96.28% |      88.71% |      22.89% |      56.64%
