                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999893 |  738285256 |  326461776 |  953213879
  Cycles                             |  622397846 |  622401285 |  622401154 |  622401162
  IPC                                |       0.40 |       1.19 |       0.52 |       1.53
  Time (ns)                          |  207465949 |  207467095 |  207467052 |  207467054
Branch predictor stats               |            |            |            |           
  num correct                        |    2271023 |   59352316 |   25844201 |   63668095
  num incorrect                      |      15217 |    9969702 |    2112036 |   10853463
  misprediction rate                 |      0.67% |     14.38% |      7.55% |     14.56%
  mpki                               |       0.06 |      13.50 |       6.47 |      11.39
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   22095385 |  108149624 |   27764168 |  115578679
    num misses                       |          3 |         65 |         42 |         18
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   68115829 |  353933518 |   89818468 |  401444526
    num misses                       |     121838 |    1974809 |     435937 |    2788218
    miss rate                        |      0.18% |      0.56% |      0.49% |      0.69%
    mpki                             |       0.49 |       2.67 |       1.34 |       2.93
  L2 TLB                             |            |            |            |           
    num accesses                     |     121841 |    1974874 |     435979 |    2788236
    num misses                       |     121749 |      12663 |     137575 |      21254
    miss rate                        |     99.92% |      0.64% |     31.56% |      0.76%
    mpki                             |       0.49 |       0.02 |       0.42 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   22095385 |  108149624 |   27764168 |  115578679
    num cache misses                 |     179432 |    3654534 |      51986 |    1081221
    miss rate                        |      0.81% |      3.38% |      0.19% |      0.94%
    mpki                             |       0.72 |       4.95 |       0.16 |       1.13
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   68115829 |  353933518 |   89818468 |  401444526
    num cache misses                 |   12881935 |   12012623 |    4799444 |    2110558
    miss rate                        |     18.91% |      3.39% |      5.34% |      0.53%
    mpki                             |      51.53 |      16.27 |      14.70 |       2.21
  Cache L2                           |            |            |            |           
    num cache accesses               |   13061990 |   15687904 |    4873781 |    3233935
    num cache misses                 |    8702108 |    2732272 |    4500678 |     619150
    miss rate                        |     66.62% |     17.42% |     92.34% |     19.15%
    mpki                             |      34.81 |       3.70 |      13.79 |       0.65
  Cache L3                           |            |            |            |           
    num cache accesses               |    8702731 |    2755158 |    4523124 |     662622
    num cache misses                 |    8017775 |     416380 |    2075503 |     346041
    miss rate                        |     92.13% |     15.11% |     45.89% |     52.22%
    mpki                             |      32.07 |       0.56 |       6.36 |       0.36
DRAM summary                         |            |            |            |           
  num dram accesses                  |   17171292 |          0 |          0 |          0
  average dram access latency (ns)   |     145.98 |        inf |        inf |        inf
  average dram queueing delay        |      35.97 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     82.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
