                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   523046298 |   249999989 |  2871946315 |  2819894974
  Cycles                             |  3270031212 |  3270027781 |  3270030461 |  3270030608
  IPC                                |        0.16 |        0.08 |        0.88 |        0.86
  Time (ns)                          |  1090010404 |  1090009261 |  1090010154 |  1090010203
Branch predictor stats               |             |             |             |            
  num correct                        |   122559275 |    43244780 |     3741260 |   430986072
  num incorrect                      |    13611191 |    11689069 |       63402 |   110566969
  misprediction rate                 |      10.00% |      21.28% |       1.67% |      20.42%
  mpki                               |       26.02 |       46.76 |        0.02 |       39.21
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    44203409 |    23761816 |   328970105 |   366903048
    num misses                       |       36036 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   181207219 |    88558906 |  2148356643 |   949103095
    num misses                       |     2767517 |    21159665 |    77553337 |     4202267
    miss rate                        |       1.53% |      23.89% |       3.61% |       0.44%
    mpki                             |        5.29 |       84.64 |       27.00 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2803553 |    21159668 |    77553343 |     4202286
    num misses                       |     2370015 |    10898281 |    55476338 |      879662
    miss rate                        |      84.54% |      51.50% |      71.53% |      20.93%
    mpki                             |        4.53 |       43.59 |       19.32 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    44203409 |    23761816 |   328970105 |   366903048
    num cache misses                 |      883920 |      201383 |     1831364 |     2512067
    miss rate                        |       2.00% |       0.85% |       0.56% |       0.68%
    mpki                             |        1.69 |        0.81 |        0.64 |        0.89
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   181207219 |    88558906 |  2148356643 |   949103095
    num cache misses                 |    15651316 |    28794801 |    23795924 |     4512062
    miss rate                        |       8.64% |      32.51% |       1.11% |       0.48%
    mpki                             |       29.92 |      115.18 |        8.29 |        1.60
  Cache L2                           |             |             |             |            
    num cache accesses               |    16590204 |    32431616 |    25695202 |     7894814
    num cache misses                 |    15908684 |    24623189 |    18936580 |     3942208
    miss rate                        |      95.89% |      75.92% |      73.70% |      49.93%
    mpki                             |       30.42 |       98.49 |        6.59 |        1.40
  Cache L3                           |             |             |             |            
    num cache accesses               |    15964944 |    28080941 |    19004892 |     4828795
    num cache misses                 |    14274958 |    17958339 |    16494880 |     2464122
    miss rate                        |      89.41% |      63.95% |      86.79% |      51.03%
    mpki                             |       27.29 |       71.83 |        5.74 |        0.87
DRAM summary                         |             |             |             |            
  num dram accesses                  |    60804898 |           0 |           0 |           0
  average dram access latency (ns)   |      127.68 |         inf |         inf |         inf
  average dram queueing delay        |       17.67 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      55.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
