                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |   94770662
  IPC                              |       1.06
  Time (ns)                        |   31590221
Branch predictor stats             |           
  num correct                      |     982930
  num incorrect                    |     224757
  misprediction rate               |     18.61%
  mpki                             |       2.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9055153
    num misses                     |         36
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48007680
    num misses                     |     124092
    miss rate                      |      0.26%
    mpki                           |       1.24
  L2 TLB                           |           
    num accesses                   |     124128
    num misses                     |       2033
    miss rate                      |      1.64%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9055153
    num cache misses               |      11169
    miss rate                      |      0.12%
    mpki                           |       0.11
  Cache L1-D                       |           
    num cache accesses             |   48007680
    num cache misses               |     618300
    miss rate                      |      1.29%
    mpki                           |       6.18
  Cache L2                         |           
    num cache accesses             |     634555
    num cache misses               |     439100
    miss rate                      |     69.20%
    mpki                           |       4.39
  Cache L3                         |           
    num cache accesses             |     444187
    num cache misses               |      94762
    miss rate                      |     21.33%
    mpki                           |       0.95
DRAM summary                       |           
  num dram accesses                |     125106
  average dram access latency (ns) |     136.66
  average dram queueing delay      |      51.62
Coherency Traffic                  |           
  num loads from dram              |      76508
  num loads from dram cache        |          0
  num loads from remote cache      |          0
