                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   614929466 |  2039021629 |   610224631 |   905808780 |  1799534836 |  2053888234 |   363173342 |  1185801166 |  1947836818 |  3651292338 |   568043856 |  3591805917 |   249999886 |  2132106940 |  1988007695 |  1442352436
  Cycles                             |  2840859037 |  2840858725 |  2840859296 |  2840858834 |  2840858604 |  2840858521 |  2840858884 |  2840859193 |  2840859412 |  2840858580 |  2840858826 |  2840858567 |  2840854421 |  2840858635 |  2840858700 |  2840859023
  IPC                                |        0.22 |        0.72 |        0.21 |        0.32 |        0.63 |        0.72 |        0.13 |        0.42 |        0.69 |        1.29 |        0.20 |        1.26 |        0.09 |        0.75 |        0.70 |        0.51
  Time (ns)                          |   946953012 |   946952908 |   946953099 |   946952945 |   946952868 |   946952840 |   946952961 |   946953064 |   946953137 |   946952860 |   946952942 |   946952856 |   946951474 |   946952878 |   946952900 |   946953008
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    32976331 |   262793048 |    37498347 |    20416981 |   271093024 |    94573936 |     6980870 |     1544787 |   101866024 |   323604101 |    18101976 |   288883764 |    34399075 |   122462235 |    36506422 |   158197323
  num incorrect                      |      771569 |    61367260 |     1241563 |      362570 |    30587157 |      785723 |     9674807 |       26180 |    75308075 |    54056712 |     8591445 |    48530728 |     4720676 |    20701609 |     5493316 |    24045877
  misprediction rate                 |       2.29% |      18.93% |       3.20% |       1.74% |      10.14% |       0.82% |      58.09% |       1.67% |      42.51% |      14.31% |      32.19% |      14.38% |      12.07% |      14.46% |      13.08% |      13.19%
  mpki                               |        1.25 |       30.10 |        2.03 |        0.40 |       17.00 |        0.38 |       26.64 |        0.02 |       38.66 |       14.80 |       15.12 |       13.51 |       18.88 |        9.71 |        2.76 |       16.67
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    61601181 |   285745320 |    58122817 |    81440809 |   288306465 |   157123733 |    40276954 |   135828690 |   155595550 |   414525362 |    44254762 |   526193369 |    43801034 |   240255945 |   189020483 |   169372016
