                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5596215566 |  3454470799 |  3744447288 |  4585070853 |   933173163 |  2541717836 |  5052797121 |   249999989
  Cycles                             |  3923304093 |  3923304268 |  3923304157 |  3923304311 |  3923304593 |  3923304662 |  3923304064 |  3923299679
  IPC                                |        1.43 |        0.88 |        0.95 |        1.17 |        0.24 |        0.65 |        1.29 |        0.06
  Time (ns)                          |  1307768031 |  1307768090 |  1307768053 |  1307768104 |  1307768198 |  1307768221 |  1307768022 |  1307766560
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   496569099 |   376400706 |   482519393 |   261255414 |   157461962 |   154511307 |   232677892 |    43244780
  num incorrect                      |    82911783 |    57380097 |   112463490 |    44223349 |    14567917 |    92976351 |     1935281 |    11689069
  misprediction rate                 |      14.31% |      13.23% |      18.90% |      14.48% |       8.47% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.82 |       16.61 |       30.03 |        9.65 |       15.61 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   635647627 |   406605736 |   525096094 |   515326850 |   108287915 |   303389173 |   386555897 |    23761816
    num misses                       |        1924 |          10 |         260 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2339994088 |  1546022727 |  1462021795 |  2154691700 |   325047475 |  1168622044 |  2907550539 |    88558906
    num misses                       |     1230301 |    15721854 |     2634511 |     1391566 |     5600665 |     8038884 |      391179 |    21160023
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.55 |        0.70 |        0.30 |        6.00 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1232225 |    15721864 |     2634771 |     1391622 |     5600707 |     8038894 |      391222 |    21160026
    num misses                       |       38861 |     1386761 |      418040 |      219178 |     1513479 |     6391718 |      112777 |    10898329
    miss rate                        |       3.15% |       8.82% |      15.87% |      15.75% |      27.02% |      79.51% |      28.83% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   635647627 |   406605736 |   525096094 |   515326850 |   108287915 |   303389173 |   386555897 |    23761816
    num cache misses                 |     8732576 |      299621 |    16317468 |     1501038 |      123717 |      166749 |      348825 |      189607
    miss rate                        |       1.37% |       0.07% |       3.11% |       0.29% |       0.11% |       0.05% |       0.09% |       0.80%
    mpki                             |        1.56 |        0.09 |        4.36 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2339994088 |  1546022727 |  1462021795 |  2154691700 |   325047475 |  1168622044 |  2907550539 |    88558906
    num cache misses                 |    21541741 |    50332224 |    18331836 |    13217974 |    38066350 |    18046969 |    27335094 |    28750035
    miss rate                        |       0.92% |       3.26% |       1.25% |       0.61% |      11.71% |       1.54% |       0.94% |      32.46%
    mpki                             |        3.85 |       14.57 |        4.90 |        2.88 |       40.79 |        7.10 |        5.41 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30311312 |    51089554 |    35531874 |    14732749 |    42097639 |    19651198 |    27719615 |    32507430
    num cache misses                 |    12038900 |    35528781 |    15859879 |    10349739 |    33663352 |    16961289 |    19133851 |    24327531
    miss rate                        |      39.72% |      69.54% |      44.64% |      70.25% |      79.96% |      86.31% |      69.03% |      74.84%
    mpki                             |        2.15 |       10.28 |        4.24 |        2.26 |       36.07 |        6.67 |        3.79 |       97.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12076283 |    36016545 |    16745424 |    10365116 |    37572614 |    18632020 |    19172002 |    27920486
    num cache misses                 |      950857 |     7690068 |     2394830 |     6433567 |    21065868 |     4967448 |    11790281 |    16658288
    miss rate                        |       7.87% |      21.35% |      14.30% |      62.07% |      56.07% |      26.66% |      61.50% |      59.66%
    mpki                             |        0.17 |        2.23 |        0.64 |        1.40 |       22.57 |        1.95 |        2.33 |       66.63
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   107954404 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      168.26 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       58.25 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      82.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
