                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  337075377 |  249999973 |  976035597 |  1452490566
  Cycles                             |  967984801 |  967983389 |  967984761 |   967984815
  IPC                                |       0.35 |       0.26 |       1.01 |        1.50
  Time (ns)                          |  322661600 |  322661130 |  322661587 |   322661605
Branch predictor stats               |            |            |            |            
  num correct                        |   26689502 |   40600608 |   51411416 |   116797505
  num incorrect                      |    2182913 |    2521753 |   37654108 |    19608363
  misprediction rate                 |      7.56% |      5.85% |     42.28% |      14.38%
  mpki                               |       6.48 |      10.09 |      38.58 |       13.50
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   28740695 |   41868591 |   77875936 |   212793365
    num misses                       |         42 |          4 |         52 |          65
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   92709586 |   75636447 |  285628730 |   696269199
    num misses                       |     451751 |      88470 |      17096 |     3894314
    miss rate                        |      0.49% |      0.12% |      0.01% |       0.56%
    mpki                             |       1.34 |       0.35 |       0.02 |        2.68
  L2 TLB                             |            |            |            |            
    num accesses                     |     451793 |      88474 |      17148 |     3894379
    num misses                       |     142801 |      88474 |      15290 |       24469
    miss rate                        |     31.61% |    100.00% |     89.16% |       0.63%
    mpki                             |       0.42 |       0.35 |       0.02 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   28740695 |   41868591 |   77875936 |   212793365
    num cache misses                 |      82385 |       6290 |      13537 |     6272377
    miss rate                        |      0.29% |      0.02% |      0.02% |       2.95%
    mpki                             |       0.24 |       0.03 |       0.01 |        4.32
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   92709586 |   75636447 |  285628730 |   696269199
    num cache misses                 |    5053941 |    5665816 |    1015592 |    22881322
    miss rate                        |      5.45% |      7.49% |      0.36% |       3.29%
    mpki                             |      14.99 |      22.66 |       1.04 |       15.75
  Cache L2                           |            |            |            |            
    num cache accesses               |    5209878 |    7691825 |    1042388 |    29155208
    num cache misses                 |    4922340 |    5672106 |     991832 |       86953
    miss rate                        |     94.48% |     73.74% |     95.15% |       0.30%
    mpki                             |      14.60 |      22.69 |       1.02 |        0.06
  Cache L3                           |            |            |            |            
    num cache accesses               |    4995962 |    7691825 |    1005693 |       88860
    num cache misses                 |    4922301 |    5672103 |     991813 |       38792
    miss rate                        |     98.53% |     73.74% |     98.62% |      43.66%
    mpki                             |      14.60 |      22.69 |       1.02 |        0.03
DRAM summary                         |            |            |            |            
  num dram accesses                  |   14838501 |          0 |          0 |           0
  average dram access latency (ns)   |     119.00 |        inf |        inf |         inf
  average dram queueing delay        |       8.99 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
