                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |  134695822
  IPC                              |       0.74
  Time (ns)                        |   44898607
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596970
    num misses                     |      16130
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16134
    num misses                     |      13665
    miss rate                      |     84.70%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6205
    miss rate                      |      0.07%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |   42596970
    num cache misses               |     941836
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     949878
    num cache misses               |     865882
    miss rate                      |     91.16%
    mpki                           |       8.66
  Cache L3                         |           
    num cache accesses             |     868333
    num cache misses               |     857246
    miss rate                      |     98.72%
    mpki                           |       8.57
DRAM summary                       |           
  num dram accesses                |    1099228
  average dram access latency (ns) |     103.12
  average dram queueing delay      |      18.08
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
