                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   459509785 |   249999965 |   336231959 |   902108443
  Cycles                             |  1230886497 |  1230884386 |  1230886202 |  1230886284
  IPC                                |        0.37 |        0.20 |        0.27 |        0.73
  Time (ns)                          |   410295499 |   410294795 |   410295401 |   410295428
Branch predictor stats               |             |             |             |            
  num correct                        |     4145456 |    20102341 |    26653894 |    60323755
  num incorrect                      |       27710 |     3377509 |     2177430 |    10266631
  misprediction rate                 |       0.66% |      14.38% |       7.55% |      14.54%
  mpki                               |        0.06 |       13.51 |        6.48 |       11.38
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    40610560 |    36620353 |    28661300 |   109329854
    num misses                       |           3 |          65 |          42 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   124804601 |   119863379 |    92495863 |   379812842
    num misses                       |      221539 |      668397 |      451404 |     2641066
    miss rate                        |       0.18% |       0.56% |       0.49% |       0.70%
    mpki                             |        0.48 |        2.67 |        1.34 |        2.93
  L2 TLB                             |             |             |             |            
    num accesses                     |      221542 |      668462 |      451446 |     2641084
    num misses                       |      221372 |        4463 |      142638 |       19940
    miss rate                        |      99.92% |       0.67% |      31.60% |       0.75%
    mpki                             |        0.48 |        0.02 |        0.42 |        0.02
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    40610560 |    36620353 |    28661300 |   109329854
    num cache misses                 |      130596 |     1772789 |       66319 |     1752615
    miss rate                        |       0.32% |       4.84% |       0.23% |       1.60%
    mpki                             |        0.28 |        7.09 |        0.20 |        1.94
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   124804601 |   119863379 |    92495863 |   379812842
    num cache misses                 |    23383534 |     4697254 |     4984246 |     2976497
    miss rate                        |      18.74% |       3.92% |       5.39% |       0.78%
    mpki                             |       50.89 |       18.79 |       14.82 |        3.30
  Cache L2                           |             |             |             |            
    num cache accesses               |    23514202 |     6626486 |     5118859 |     5005604
    num cache misses                 |    14311042 |     3397671 |     4610150 |     2419901
    miss rate                        |      60.86% |      51.27% |      90.06% |      48.34%
    mpki                             |       31.14 |       13.59 |       13.71 |        2.68
  Cache L3                           |             |             |             |            
    num cache accesses               |    14311114 |     3574561 |     4678753 |     2710199
    num cache misses                 |    14169298 |     3385646 |     4608480 |     2414751
    miss rate                        |      99.01% |      94.72% |      98.50% |      89.10%
    mpki                             |       30.84 |       13.54 |       13.71 |        2.68
DRAM summary                         |             |             |             |            
  num dram accesses                  |    36769881 |           0 |           0 |           0
  average dram access latency (ns)   |      164.45 |         inf |         inf |         inf
  average dram queueing delay        |       54.44 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
