                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  422484848 |  517581900 |  249999979 |  389561068
  Cycles                             |  262701900 |  262701845 |  262699204 |  262701900
  IPC                                |       1.61 |       1.97 |       0.95 |       1.48
  Time (ns)                          |   87567300 |   87567282 |   87566401 |   87567300
Branch predictor stats               |            |            |            |           
  num correct                        |   17975868 |   95520786 |   38222132 |   35020629
  num incorrect                      |    1040263 |    6516947 |    9793313 |    5956092
  misprediction rate                 |      5.47% |      6.39% |     20.40% |     14.54%
  mpki                               |       2.46 |      12.59 |      39.17 |      15.29
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   40748604 |   84871898 |   32523298 |   44262013
    num misses                       |          8 |         39 |         19 |        226
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  131052710 |  168684448 |   84159510 |  163139128
    num misses                       |      38434 |         23 |     372593 |      90057
    miss rate                        |      0.03% |      0.00% |      0.44% |      0.06%
    mpki                             |       0.09 |       0.00 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      38442 |         62 |     372612 |      90283
    num misses                       |       1134 |         62 |      78122 |       2862
    miss rate                        |      2.95% |    100.00% |     20.97% |      3.17%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   40748604 |   84871898 |   32523298 |   44262013
    num cache misses                 |        614 |     788381 |     114242 |     554940
    miss rate                        |      0.00% |      0.93% |      0.35% |      1.25%
    mpki                             |       0.00 |       1.52 |       0.46 |       1.42
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  131052710 |  168684448 |   84159510 |  163139128
    num cache misses                 |    3542731 |        268 |     320291 |    1235443
    miss rate                        |      2.70% |      0.00% |      0.38% |      0.76%
    mpki                             |       8.39 |       0.00 |       1.28 |       3.17
  Cache L2                           |            |            |            |           
    num cache accesses               |    3552900 |     788667 |     504872 |    1792189
    num cache misses                 |      47527 |        711 |     124162 |      39554
    miss rate                        |      1.34% |      0.09% |     24.59% |      2.21%
    mpki                             |       0.11 |       0.00 |       0.50 |       0.10
  Cache L3                           |            |            |            |           
    num cache accesses               |      57108 |        729 |     195885 |      42016
    num cache misses                 |      45220 |        711 |     123982 |      37865
    miss rate                        |     79.18% |     97.53% |     63.29% |     90.12%
    mpki                             |       0.11 |       0.00 |       0.50 |       0.10
DRAM summary                         |            |            |            |           
  num dram accesses                  |     304957 |          0 |          0 |          0
  average dram access latency (ns)   |     110.47 |        inf |        inf |        inf
  average dram queueing delay        |       0.46 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
