                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |   460991239 |   846020208 |   702271381
  Cycles                             |  3180362756 |  3180365215 |  3180365530 |  3180364949
  IPC                                |        0.08 |        0.14 |        0.27 |        0.22
  Time (ns)                          |  1060120919 |  1060121739 |  1060121844 |  1060121650
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    76517666 |     7672342 |    13163787
  num incorrect                      |     6500447 |     4682697 |       51374 |    18043980
  misprediction rate                 |       9.99% |       5.77% |       0.67% |      57.82%
  mpki                               |       26.00 |       10.16 |        0.06 |       25.69
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |    77849497 |    74771986 |    76036203
    num misses                       |       17441 |           4 |           3 |          14
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   139301758 |   230331706 |   257874155
    num misses                       |     1331607 |      166965 |      411237 |     1808065
    miss rate                        |       1.54% |       0.12% |       0.18% |       0.70%
    mpki                             |        5.33 |        0.36 |        0.49 |        2.57
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349048 |      166969 |      411240 |     1808079
    num misses                       |     1140456 |      166969 |      410928 |     1808057
    miss rate                        |      84.54% |     100.00% |      99.92% |     100.00%
    mpki                             |        4.56 |        0.36 |        0.49 |        2.57
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |    77849497 |    74771986 |    76036203
    num cache misses                 |      519139 |       29797 |      294249 |       51897
    miss rate                        |       2.46% |       0.04% |       0.39% |       0.07%
    mpki                             |        2.08 |        0.06 |        0.35 |        0.07
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   139301758 |   230331706 |   257874155
    num cache misses                 |     7594282 |    10688193 |    43411476 |    19963595
    miss rate                        |       8.77% |       7.67% |      18.85% |       7.74%
    mpki                             |       30.38 |       23.19 |       51.31 |       28.43
  Cache L2                           |             |             |             |            
    num cache accesses               |     8188638 |    14173523 |    43706738 |    22377192
    num cache misses                 |     7910796 |    10717990 |    27697188 |    20015365
    miss rate                        |      96.61% |      75.62% |      63.37% |      89.45%
    mpki                             |       31.64 |       23.25 |       32.74 |       28.50
  Cache L3                           |             |             |             |            
    num cache accesses               |     7988187 |    14173523 |    27698201 |    22377065
    num cache misses                 |     7909309 |    10716282 |    27492812 |    19996194
    miss rate                        |      99.01% |      75.61% |      99.26% |      89.36%
    mpki                             |       31.64 |       23.25 |       32.50 |       28.47
DRAM summary                         |             |             |             |            
  num dram accesses                  |    98968694 |           0 |           0 |           0
  average dram access latency (ns)   |      225.16 |         inf |         inf |         inf
  average dram queueing delay        |      115.15 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
