                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  714622333 |  336059285 |  560422947 |  731975109 |  249999884 |  255253936 |  392686439 |  451096225
  Cycles                             |  453892036 |  453892161 |  453891991 |  453892058 |  453889209 |  453892472 |  453892071 |  453892180
  IPC                                |       1.57 |       0.74 |       1.23 |       1.61 |       0.55 |       0.56 |       0.87 |       0.99
  Time (ns)                          |  151297345 |  151297387 |  151297330 |  151297353 |  151296403 |  151297491 |  151297357 |  151297393
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   91715200 |    7564352 |   45114103 |   48730875 |   13325983 |   20220032 |     511491 |   68127426
  num incorrect                      |    9926389 |     132850 |    7588702 |    8342816 |     311809 |    1653262 |       8670 |    7608578
  misprediction rate                 |      9.77% |      1.73% |     14.40% |     14.62% |      2.29% |      7.56% |      1.67% |     10.05%
  mpki                               |      13.89 |       0.40 |      13.54 |      11.40 |       1.25 |       6.48 |       0.02 |      16.87
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  109303778 |   30825769 |   82156456 |   88776625 |   24892730 |   21418557 |   44980851 |   72127036
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2843
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  285532800 |  131499475 |  268815269 |  308398159 |   86640605 |   70380923 |  293748204 |  181076369
    num misses                       |      84684 |      62515 |    1501696 |    2153914 |     132657 |     341228 |   10683958 |     975300
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.48% |      3.64% |      0.54%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.94 |       0.53 |       1.34 |      27.21 |       2.16
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85201 |      62519 |    1501761 |    2153932 |     132704 |     341270 |   10683964 |     978143
    num misses                       |       2675 |      37245 |       9654 |      16539 |      40814 |     106087 |    7705468 |     143031
    miss rate                        |      3.14% |     59.57% |      0.64% |      0.77% |     30.76% |     31.09% |     72.12% |     14.62%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.62 |       0.32
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  109303778 |   30825769 |   82156456 |   88776625 |   24892730 |   21418557 |   44980851 |   72127036
    num cache misses                 |    2321087 |       3852 |    2429481 |     756936 |       5623 |      18773 |      24552 |    1205776
    miss rate                        |      2.12% |      0.01% |      2.96% |      0.85% |      0.02% |      0.09% |      0.05% |      1.67%
    mpki                             |       3.25 |       0.01 |       4.34 |       1.03 |       0.02 |       0.07 |       0.06 |       2.67
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  285532800 |  131499475 |  268815269 |  308398159 |   86640605 |   70380923 |  293748204 |  181076369
    num cache misses                 |    2808229 |    3159127 |    8986233 |    1471066 |    3043073 |    3726869 |    3207376 |    1569067
    miss rate                        |      0.98% |      2.40% |      3.34% |      0.48% |      3.51% |      5.30% |      1.09% |      0.87%
    mpki                             |       3.93 |       9.40 |      16.03 |       2.01 |      12.17 |      14.60 |       8.17 |       3.48
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5155914 |    3165031 |   11426108 |    2248986 |    3472280 |    3765714 |    3233131 |    2846023
    num cache misses                 |     259775 |    2342509 |     239096 |     168258 |    2212022 |    3101083 |    2137550 |     638436
    miss rate                        |      5.04% |     74.01% |      2.09% |      7.48% |     63.71% |     82.35% |     66.11% |     22.43%
    mpki                             |       0.36 |       6.97 |       0.43 |       0.23 |       8.85 |      12.15 |       5.44 |       1.42
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     288624 |    2345357 |     251336 |     189735 |    2652753 |    3128484 |    2145893 |     711028
    num cache misses                 |     258966 |    2320042 |     238715 |     168121 |    2137767 |    1506493 |    2010828 |     620481
    miss rate                        |     89.72% |     98.92% |     94.98% |     88.61% |     80.59% |     48.15% |     93.71% |     87.27%
    mpki                             |       0.36 |       6.90 |       0.43 |       0.23 |       8.55 |       5.90 |       5.12 |       1.38
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11810581 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     149.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.47 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     78.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
