                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1951607096 |   958163666 |  1089162779 |   375543907 |  1672578937 |   249999973 |  1563304039 |   557034060
  Cycles                             |  1108274966 |  1108274972 |  1108274956 |  1108274975 |  1108274962 |  1108272914 |  1108275007 |  1108274982
  IPC                                |        1.76 |        0.86 |        0.98 |        0.34 |        1.51 |        0.23 |        1.41 |        0.50
  Time (ns)                          |   369424989 |   369424991 |   369424986 |   369424992 |   369424988 |   369424305 |   369425003 |   369424994
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   111484722 |   146600606 |    21915266 |     7118642 |   147741520 |    40600608 |   125760393 |    33847670
  num incorrect                      |    18914800 |    37523100 |     3263989 |     9895241 |    24673619 |     2521753 |    21138866 |    20369008
  misprediction rate                 |      14.51% |      20.38% |      12.96% |      58.16% |      14.31% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.69 |       39.16 |        3.00 |       26.35 |       14.75 |       10.09 |       13.52 |       36.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   219349256 |   124639672 |   104159956 |    41351557 |   189633989 |    41868591 |   229063241 |    66464255
    num misses                       |          56 |          19 |          74 |          14 |         638 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   916277413 |   322452963 |   549089163 |   138374491 |   700078998 |    75636447 |   749667129 |   256317936
    num misses                       |      589999 |     1424090 |     1287534 |      991020 |      373780 |       88470 |     4182820 |     1754260
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.15
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      590055 |     1424109 |     1287608 |      991034 |      374418 |       88474 |     4182885 |     1754270
    num misses                       |       92975 |      298362 |       17826 |      991023 |       11823 |       88474 |       26768 |     1394491
    miss rate                        |      15.76% |      20.95% |       1.38% |     100.00% |       3.16% |     100.00% |       0.64% |      79.49%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.50
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   219349256 |   124639672 |   104159956 |    41351557 |   189633989 |    41868591 |   229063241 |    66464255
    num cache misses                 |      636840 |      791135 |      196443 |       33608 |     2615475 |        8392 |     7564742 |       41380
    miss rate                        |       0.29% |       0.63% |       0.19% |       0.08% |       1.38% |       0.02% |       3.30% |       0.06%
    mpki                             |        0.33 |        0.83 |        0.18 |        0.09 |        1.56 |        0.03 |        4.84 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   916277413 |   322452963 |   549089163 |   138374491 |   700078998 |    75636447 |   749667129 |   256317936
    num cache misses                 |     5613531 |     1444921 |     8740956 |    10638824 |     6324899 |     5663778 |    25339935 |     4018891
    miss rate                        |       0.61% |       0.45% |       1.59% |       7.69% |       0.90% |       7.49% |       3.38% |       1.57%
    mpki                             |        2.88 |        1.51 |        8.03 |       28.33 |        3.78 |       22.66 |       16.21 |        7.21
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6251377 |     2529978 |     9097423 |    12082254 |     8942748 |     7691874 |    32913031 |     4640282
    num cache misses                 |     4387364 |     1174188 |     4606121 |    10672432 |     3509165 |     5672170 |     5113422 |     3786518
    miss rate                        |      70.18% |      46.41% |      50.63% |      88.33% |      39.24% |      73.74% |      15.54% |      81.60%
    mpki                             |        2.25 |        1.23 |        4.23 |       28.42 |        2.10 |       22.69 |        3.27 |        6.80
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4388479 |     1474443 |     4766227 |    12082254 |     3511564 |     7691874 |     5123018 |     4416583
    num cache misses                 |      199288 |      717205 |      767086 |    10638308 |       71794 |     5662555 |      192598 |     2003948
    miss rate                        |       4.54% |      48.64% |      16.09% |      88.05% |       2.04% |      73.62% |       3.76% |      45.37%
    mpki                             |        0.10 |        0.75 |        0.70 |       28.33 |        0.04 |       22.65 |        0.12 |        3.60
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    28617448 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      146.25 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       36.24 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      77.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
