                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13      | Core 14     | Core 15    
  Instructions                       |  2921219884 |  3699108107 |  2320106327 |   482024592 |  1170679604 |  8897656357 |  4060064702 |  7060612006 |  1756055293 |   249999981 |  7195686360 |   689177958 |  4277071278 |  10069847198 |   869160167 |  1973193147
  Cycles                             |  5504420161 |  5504420189 |  5504419864 |  5504420349 |  5504420100 |  5504419850 |  5504419921 |  5504419946 |  5504420165 |  5504415967 |  5504419859 |  5504420214 |  5504420587 |   5504419875 |  5504422541 |  5504420692
  IPC                                |        0.53 |        0.67 |        0.42 |        0.09 |        0.21 |        1.62 |        0.74 |        1.28 |        0.32 |        0.05 |        1.31 |        0.13 |        0.78 |         1.83 |        0.16 |        0.36
  Time (ns)                          |  1834806721 |  1834806730 |  1834806622 |  1834806783 |  1834806700 |  1834806617 |  1834806641 |  1834806649 |  1834806722 |  1834805323 |  1834806620 |  1834806738 |  1834806863 |   1834806625 |  1834807514 |  1834806898
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  num correct                        |   317288440 |   197931633 |   141029365 |    66281443 |    62388207 |   593060103 |   523068247 |   567793764 |    40487385 |    58565837 |   317344927 |    12687424 |   196962548 |   1858395480 |     7879349 |   299581134
  num incorrect                      |    48438593 |   141208357 |    84864271 |     9100391 |     1459569 |   101723976 |   122055419 |    95403134 |      722172 |     6500447 |    18025647 |    17703426 |     1638917 |    126777677 |       52754 |    64905544
  misprediction rate                 |      13.24% |      41.64% |      37.57% |      12.07% |       2.29% |      14.64% |      18.92% |      14.39% |       1.75% |       9.99% |       5.37% |      58.25% |       0.83% |        6.39% |       0.67% |      17.81%
  mpki                               |       16.58 |       38.17 |       36.58 |       18.88 |        1.25 |       11.43 |       30.06 |       13.51 |        0.41 |       26.00 |        2.51 |       25.69 |        0.38 |        12.59 |        0.06 |       32.89
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |   344215545 |   299101283 |   276921528 |    84429071 |   116925239 |  1079593814 |   569220271 |  1034313386 |   156928751 |    21135842 |   685538440 |    74435586 |   327216231 |   1651203226 |    76816931 |   273193859
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         277 |          65 |           4 |       17441 |           8 |          14 |          43 |           39 |           3 |         395
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |  1310722465 |  1087809972 |  1066876180 |   224654946 |   408705463 |  3751601717 |  1585479855 |  3385354991 |   689655732 |    86633855 |  2189122610 |   250353150 |  2461166075 |   3281748951 |   236592525 |   766198367
    num misses                       |    13358376 |       65158 |     7329767 |     8749819 |      627386 |    26631513 |     2837428 |    18878481 |      368320 |     1331689 |      701383 |     1729141 |      331662 |           23 |      422242 |     4074303
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |        0.00% |       0.18% |       0.53%
    mpki                             |        4.57 |        0.02 |        3.16 |       18.15 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.51 |        0.08 |         0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |    13358386 |       65210 |     7329777 |     8749911 |      627433 |    26631531 |     2837705 |    18878546 |      368324 |     1349130 |      701391 |     1729155 |      331705 |           62 |      422245 |     4074698
    num misses                       |     1186221 |       58087 |     5827911 |     2616765 |      194295 |      203237 |      452394 |      120396 |      191492 |     1140460 |       17389 |     1729136 |       95490 |           62 |      421926 |      396253
