                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4194314334 |   888576678 |  3330459318 |   249999989 |  3402572700 |  3069505422 |   524860145 |  1021115392
  Cycles                             |  4674778742 |  4674778207 |  4674778403 |  4674774365 |  4674778060 |  4674778433 |  4674778612 |  4674778653
  IPC                                |        0.90 |        0.19 |        0.71 |        0.05 |        0.73 |        0.66 |        0.11 |        0.22
  Time (ns)                          |  1558259581 |  1558259402 |  1558259468 |  1558258122 |  1558259353 |  1558259478 |  1558259537 |  1558259551
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   224089736 |   122139120 |    63396065 |    43244780 |   437933725 |    70662698 |   122969071 |   173446735
  num incorrect                      |   160037006 |    16786133 |     9599773 |    11689069 |   102321317 |     1258950 |    13662878 |    15870259
  misprediction rate                 |      41.66% |      12.08% |      13.15% |      21.28% |      18.94% |       1.75% |      10.00% |       8.38%
  mpki                               |       38.16 |       18.89 |        2.88 |       46.76 |       30.07 |        0.41 |       26.03 |       15.54
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   340102863 |   155662766 |   317430435 |    23761816 |   477189127 |   274811323 |    44369683 |   118522800
    num misses                       |          52 |         105 |         110 |           3 |         245 |           4 |       36179 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1234453512 |   414067769 |  1687562760 |    88558906 |  1330303481 |  1204484135 |   181837842 |   353291004
    num misses                       |       72997 |    16113394 |     3807662 |    21160255 |     2362903 |      637691 |     2780827 |     5938428
    miss rate                        |       0.01% |       3.89% |       0.23% |      23.89% |       0.18% |       0.05% |       1.53% |       1.68%
    mpki                             |        0.02 |       18.13 |        1.14 |       84.64 |        0.69 |        0.21 |        5.30 |        5.82
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       73049 |    16113499 |     3807772 |    21160258 |     2363148 |      637695 |     2817006 |     5938470
    num misses                       |       64958 |     4820956 |       52519 |    10898571 |      377180 |      334560 |     2382152 |     1620342
    miss rate                        |      88.92% |      29.92% |       1.38% |      51.50% |      15.96% |      52.46% |      84.56% |      27.29%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.54 |        1.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   340102863 |   155662766 |   317430435 |    23761816 |   477189127 |   274811323 |    44369683 |   118522800
    num cache misses                 |      118032 |     1866009 |       90335 |       56682 |    13927754 |       90807 |      719256 |       60809
    miss rate                        |       0.03% |       1.20% |       0.03% |       0.24% |       2.92% |       0.03% |       1.62% |       0.05%
    mpki                             |        0.03 |        2.10 |        0.03 |        0.23 |        4.09 |        0.03 |        1.37 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1234453512 |   414067769 |  1687562760 |    88558906 |  1330303481 |  1204484135 |   181837842 |   353291004
    num cache misses                 |     4588960 |    22984069 |    26278534 |    28773630 |    16477666 |    30960814 |    15562092 |    41381924
    miss rate                        |       0.37% |       5.55% |       1.56% |      32.49% |       1.24% |       2.57% |       8.56% |      11.71%
    mpki                             |        1.09 |       25.87 |        7.89 |      115.09 |        4.84 |       10.09 |       29.65 |       40.53
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4918737 |    29520172 |    27943034 |    32588842 |    31618177 |    31081480 |    16318558 |    45552018
    num cache misses                 |     4503440 |    18922274 |     6176819 |    20419237 |     6162090 |    21216976 |    15407441 |    30893473
    miss rate                        |      91.56% |      64.10% |      22.11% |      62.66% |      19.49% |      68.26% |      94.42% |      67.82%
    mpki                             |        1.07 |       21.30 |        1.85 |       81.68 |        1.81 |        6.91 |       29.36 |       30.25
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4719945 |    23611807 |     7771528 |    24250587 |     7417800 |    21258345 |    15446505 |    35012993
    num cache misses                 |     4497994 |    15738509 |     5410529 |    17833044 |     4982149 |    20938250 |    14617398 |    22566412
    miss rate                        |      95.30% |      66.66% |      69.62% |      73.54% |      67.16% |      98.49% |      94.63% |      64.45%
    mpki                             |        1.07 |       17.71 |        1.62 |       71.33 |        1.46 |        6.82 |       27.85 |       22.10
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   139739705 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      182.48 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       72.47 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
