                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  433236595 |  381335761 |  249999883 |  254752553
  Cycles                             |  238795605 |  238795598 |  238794353 |  238795600
  IPC                                |       1.81 |       1.60 |       1.05 |       1.07
  Time (ns)                          |   79598535 |   79598533 |   79598118 |   79598533
Branch predictor stats               |            |            |            |           
  num correct                        |   54566329 |   15937731 |   13678195 |    5005629
  num incorrect                      |    5994702 |     915425 |    9414386 |     759889
  misprediction rate                 |      9.90% |      5.43% |     40.77% |     13.18%
  mpki                               |      13.84 |       2.40 |      37.66 |       2.98
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   66853984 |   37074136 |   20500819 |   24357837
    num misses                       |        358 |          8 |         52 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  175265573 |  119428147 |   73920987 |  129363411
    num misses                       |      54632 |      30924 |       4511 |     290475
    miss rate                        |      0.03% |      0.03% |      0.01% |      0.22%
    mpki                             |       0.13 |       0.08 |       0.02 |       1.14
  L2 TLB                             |            |            |            |           
    num accesses                     |      54990 |      30932 |       4563 |     290537
    num misses                       |       1799 |       1030 |       4160 |       4221
    miss rate                        |      3.27% |      3.33% |     91.17% |      1.45%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   66853984 |   37074136 |   20500819 |   24357837
    num cache misses                 |    1398756 |       4517 |       2594 |      44817
    miss rate                        |      2.09% |      0.01% |      0.01% |      0.18%
    mpki                             |       3.23 |       0.01 |       0.01 |       0.18
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  175265573 |  119428147 |   73920987 |  129363411
    num cache misses                 |    1440761 |    3234483 |     266987 |    2025249
    miss rate                        |      0.82% |      2.71% |      0.36% |      1.57%
    mpki                             |       3.33 |       8.48 |       1.07 |       7.95
  Cache L2                           |            |            |            |           
    num cache accesses               |    2843014 |    3248270 |     271598 |    2086161
    num cache misses                 |     196008 |      73417 |     261326 |    1063793
    miss rate                        |      6.89% |      2.26% |     96.22% |     50.99%
    mpki                             |       0.45 |       0.19 |       1.05 |       4.18
  Cache L3                           |            |            |            |           
    num cache accesses               |     199510 |      82711 |     263529 |    1079901
    num cache misses                 |      54922 |      42626 |     259413 |     144048
    miss rate                        |     27.53% |     51.54% |     98.44% |     13.34%
    mpki                             |       0.13 |       0.11 |       1.04 |       0.57
DRAM summary                         |            |            |            |           
  num dram accesses                  |     765882 |          0 |          0 |          0
  average dram access latency (ns)   |     112.54 |        inf |        inf |        inf
  average dram queueing delay        |       2.53 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
