                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2143550899 |  1060877141 |  2079406139 |  1224405544 |  5769179322 |   482833645 |  5558632006 |  3406080476 |  7480598424 |   449690417 |   675718991 |  5671515132 |   249999981 |  1656329261 |  1724044490 |  6692238554
  Cycles                             |  4154058314 |  4154058162 |  4154057510 |  4154057505 |  4154057547 |  4154058375 |  4154057595 |  4154057589 |  4154057531 |  4154057815 |  4154057763 |  4154057426 |  4154053238 |  4154057825 |  4154058439 |  4154057528
  IPC                                |        0.52 |        0.26 |        0.50 |        0.29 |        1.39 |        0.12 |        1.34 |        0.82 |        1.80 |        0.11 |        0.16 |        1.37 |        0.06 |        0.40 |        0.42 |        1.61
  Time (ns)                          |  1384686105 |  1384686054 |  1384685837 |  1384685835 |  1384685849 |  1384686125 |  1384685865 |  1384685863 |  1384685844 |  1384685939 |  1384685921 |  1384685809 |  1384684413 |  1384685942 |  1384686147 |  1384685843
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   130286645 |    35020165 |     2708348 |    75610456 |   328488008 |    66389930 |   245008463 |    63559246 |  1380548091 |    74650501 |    53624063 |   261165594 |    58565837 |    37736664 |   261571650 |   446141929
  num incorrect                      |    78400718 |    16470781 |       45898 |     2626622 |    55537281 |     9117039 |    13916552 |     9611303 |    94179142 |     4524018 |     4402662 |     2171259 |     6500447 |      671566 |    56817205 |    76485140
  misprediction rate                 |      37.57% |      31.99% |       1.67% |       3.36% |      14.46% |      12.07% |       5.37% |      13.14% |       6.39% |       5.71% |       7.59% |       0.82% |       9.99% |       1.75% |      17.85% |      14.63%
  mpki                               |       36.58 |       15.53 |        0.02 |        2.15 |        9.63 |       18.88 |        2.50 |        2.82 |       12.59 |       10.06 |        6.52 |        0.38 |       26.00 |        0.41 |       32.96 |       11.43
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   255803174 |    82882863 |   238189138 |   116445885 |   647544486 |    84571299 |   529716294 |   324339357 |  1226629629 |    75823653 |    56381874 |   433888627 |    21135842 |   148503923 |   238902185 |   811998562
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         110 |          39 |           4 |          42 |          43 |       17441 |           4 |         357 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   985658506 |   463822755 |  1555492994 |   407314227 |  2711778124 |   225022633 |  1691623426 |  1730306686 |  2437912413 |   136183652 |   186199042 |  3263584421 |    86633855 |   652552743 |   669660234 |  2821557204
    num misses                       |     6765959 |      478602 |    56145002 |     3297095 |     1751395 |     8766884 |      538582 |     3886865 |          23 |      163008 |      920156 |      439649 |     1331662 |      341314 |     3567129 |    19998753
    miss rate                        |       0.69% |       0.10% |       3.61% |       0.81% |       0.06% |       3.90% |       0.03% |       0.22% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.16 |        0.45 |       27.00 |        2.69 |        0.30 |       18.16 |        0.10 |        1.14 |        0.00 |        0.36 |        1.36 |        0.08 |        5.33 |        0.21 |        2.07 |        2.99
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     6765969 |      478605 |    56145008 |     3297117 |     1751451 |     8766976 |      538590 |     3886975 |          62 |      163012 |      920198 |      439692 |     1349103 |      341318 |     3567486 |    19998771
    num misses                       |     5377347 |      324993 |    40112472 |      324758 |      276250 |     2621489 |       13488 |       52766 |          62 |      163012 |      287063 |      126717 |     1140463 |      182164 |      351186 |      152743
    miss rate                        |      79.48% |      67.90% |      71.44% |       9.85% |      15.77% |      29.90% |       2.50% |       1.36% |     100.00% |     100.00% |      31.20% |      28.82% |      84.53% |      53.37% |       9.84% |       0.76%
    mpki                             |        2.51 |        0.31 |       19.29 |        0.27 |        0.05 |        5.43 |        0.00 |        0.02 |        0.00 |        0.36 |        0.42 |        0.02 |        4.56 |        0.11 |        0.20 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   255803174 |    82882863 |   238189138 |   116445885 |   647544486 |    84571299 |   529716294 |   324339357 |  1226629629 |    75823653 |    56381874 |   433888627 |    21135842 |   148503923 |   238902185 |   811998562
    num cache misses                 |      140341 |      119964 |     1055573 |      757699 |     1885995 |     1834562 |       89285 |      586584 |    11626327 |       12485 |      109639 |      390459 |      409198 |      207539 |    13887996 |     7018386
    miss rate                        |       0.05% |       0.14% |       0.44% |       0.65% |       0.29% |       2.17% |       0.02% |       0.18% |       0.95% |       0.02% |       0.19% |       0.09% |       1.94% |       0.14% |       5.81% |       0.86%
    mpki                             |        0.07 |        0.11 |        0.51 |        0.62 |        0.33 |        3.80 |        0.02 |        0.17 |        1.55 |        0.03 |        0.16 |        0.07 |        1.64 |        0.13 |        8.06 |        1.05
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   985658506 |   463822755 |  1555492994 |   407314227 |  2711778124 |   225022633 |  1691623426 |  1730306686 |  2437912413 |   136183652 |   186199042 |  3263584421 |    86633855 |   652552743 |   669660234 |  2821557204
    num cache misses                 |    15225529 |    23523031 |    17187139 |    23486241 |    16641642 |    12832072 |    45044207 |    26630377 |      302356 |    10435256 |    10007581 |    30673993 |     7457641 |    16709403 |    14914093 |    13539697
    miss rate                        |       1.54% |       5.07% |       1.10% |       5.77% |       0.61% |       5.70% |       2.66% |       1.54% |       0.01% |       7.66% |       5.37% |       0.94% |       8.61% |       2.56% |       2.23% |       0.48%
    mpki                             |        7.10 |       22.17 |        8.27 |       19.18 |        2.88 |       26.58 |        8.10 |        7.82 |        0.04 |       23.21 |       14.81 |        5.41 |       29.83 |       10.09 |        8.65 |        2.02
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16511391 |    25233686 |    18250222 |    26015516 |    18535475 |    17093481 |    45328507 |    27458981 |    11991062 |    13834688 |    10216187 |    31079033 |     7888923 |    16936496 |    29550356 |    20638797
    num cache misses                 |    14303115 |    21057326 |    12811483 |    11370441 |    13008764 |    12602754 |     1677255 |    14172170 |      504672 |    10447741 |     9371527 |    21462947 |     7545811 |    12028253 |    14469407 |     2209568
    miss rate                        |      86.63% |      83.45% |      70.20% |      43.71% |      70.18% |      73.73% |       3.70% |      51.61% |       4.21% |      75.52% |      91.73% |      69.06% |      95.65% |      71.02% |      48.97% |      10.71%
    mpki                             |        6.67 |       19.85 |        6.16 |        9.29 |        2.25 |       26.10 |        0.30 |        4.16 |        0.07 |       23.23 |       13.87 |        3.78 |       30.18 |        7.26 |        8.39 |        0.33
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    15619423 |    22648017 |    12819302 |    13151064 |    13017371 |    15033222 |     1874138 |    14414383 |      567051 |    13834688 |     9470723 |    21477959 |     7568464 |    12056960 |    15218363 |     2290761
    num cache misses                 |     3528839 |    20814074 |    11019407 |     6211119 |     1919917 |     8279385 |     1101796 |     2092873 |      468182 |    10428938 |     8372952 |     4625857 |     7311127 |    11584198 |     4171327 |      645603
    miss rate                        |      22.59% |      91.90% |      85.96% |      47.23% |      14.75% |      55.07% |      58.79% |      14.52% |      82.56% |      75.38% |      88.41% |      21.54% |      96.60% |      96.08% |      27.41% |      28.18%
    mpki                             |        1.65 |       19.62 |        5.30 |        5.07 |        0.33 |       17.15 |        0.20 |        0.61 |        0.06 |       23.19 |       12.39 |        0.82 |       29.24 |        6.99 |        2.42 |        0.10
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   132095653 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      321.63 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      211.62 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      95.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
