                                     | Core 0      | Core 1     | Core 2     | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1148768394 |  532665416 |  977794912 |  1196195092 |  386249633 |  249999896 |  599552038 |  749350488
  Cycles                             |   678129005 |  678129169 |  678129002 |   678129190 |  678129000 |  678126064 |  678129287 |  678129016
  IPC                                |        1.69 |       0.79 |       1.44 |        1.76 |       0.57 |       0.37 |       0.88 |       1.11
  Time (ns)                          |   226043002 |  226043057 |  226043001 |   226043064 |  226043000 |  226042022 |  226043096 |  226043006
Branch predictor stats               |             |            |            |             |            |            |            |           
  num correct                        |   150554878 |   12129522 |   78602543 |    79925995 |   21118564 |   19818647 |     781094 |  113018229
  num incorrect                      |    15467005 |     215699 |   13200465 |    13625582 |     493785 |    1620730 |      13238 |   12700068
  misprediction rate                 |       9.32% |      1.75% |     14.38% |      14.56% |      2.28% |      7.56% |      1.67% |     10.10%
  mpki                               |       13.46 |       0.40 |      13.50 |       11.39 |       1.28 |       6.48 |       0.02 |      16.95
TLB Summary                          |             |            |            |             |            |            |            |           
  I-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   173612911 |   47645352 |  143237250 |   145064277 |   39182731 |   20925725 |   68676141 |  119978292
    num misses                       |         835 |          4 |         65 |          18 |         47 |         42 |          6 |       4450
    miss rate                        |       0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   453194352 |  208301712 |  468723993 |   503906508 |  136076375 |   68803935 |  448494971 |  301764002
    num misses                       |      144723 |     107526 |    2617046 |     3516632 |     208890 |     336385 |   16267503 |    1679875
    miss rate                        |       0.03% |      0.05% |      0.56% |       0.70% |      0.15% |      0.49% |      3.63% |      0.56%
    mpki                             |        0.13 |       0.20 |       2.68 |        2.94 |       0.54 |       1.35 |      27.13 |       2.24
  L2 TLB                             |             |            |            |             |            |            |            |           
    num accesses                     |      145558 |     107530 |    2617111 |     3516650 |     208937 |     336427 |   16267509 |    1684325
    num misses                       |        4427 |      57080 |      16659 |       26785 |      66619 |     104711 |   11698561 |     239446
    miss rate                        |       3.04% |     53.08% |      0.64% |       0.76% |     31.88% |     31.12% |     71.91% |     14.22%
    mpki                             |        0.00 |       0.11 |       0.02 |        0.02 |       0.17 |       0.42 |      19.51 |       0.32
Cache Summary                        |             |            |            |             |            |            |            |           
  Cache L1-I                         |             |            |            |             |            |            |            |           
    num cache accesses               |   173612911 |   47645352 |  143237250 |   145064277 |   39182731 |   20925725 |   68676141 |  119978292
    num cache misses                 |     3581225 |      65031 |    4743624 |     1234284 |      37556 |      39879 |     294241 |    2273472
    miss rate                        |       2.06% |      0.14% |      3.31% |       0.85% |      0.10% |      0.19% |      0.43% |      1.89%
    mpki                             |        3.12 |       0.12 |       4.85 |        1.03 |       0.10 |       0.16 |       0.49 |       3.03
  Cache L1-D                         |             |            |            |             |            |            |            |           
    num cache accesses               |   453194352 |  208301712 |  468723993 |   503906508 |  136076375 |   68803935 |  448494971 |  301764002
    num cache misses                 |     5524027 |    5254596 |   15753749 |     2407844 |    4876315 |    3684490 |    4938826 |    2813163
    miss rate                        |       1.22% |      2.52% |      3.36% |       0.48% |      3.58% |      5.36% |      1.10% |      0.93%
    mpki                             |        4.81 |       9.86 |      16.11 |        2.01 |      12.62 |      14.74 |       8.24 |       3.75
  Cache L2                           |             |            |            |             |            |            |            |           
    num cache accesses               |     9146463 |    5320835 |   20500374 |     3657357 |    5554104 |    3753079 |    5233808 |    5172279
    num cache misses                 |      591774 |    3736547 |    3120437 |      359867 |    4012409 |    3453313 |    3680150 |    2721040
    miss rate                        |       6.47% |     70.22% |     15.22% |       9.84% |     72.24% |     92.01% |     70.31% |     52.61%
    mpki                             |        0.52 |       7.01 |       3.19 |        0.30 |      10.39 |      13.81 |       6.14 |       3.63
  Cache L3                           |             |            |            |             |            |            |            |           
    num cache accesses               |      633106 |    3739364 |    3124060 |      375328 |    4660166 |    3482100 |    3680969 |    2807012
    num cache misses                 |      278768 |    3591356 |      78373 |       81730 |    3411812 |    2685479 |    2934838 |     789293
    miss rate                        |      44.03% |     96.04% |      2.51% |      21.78% |     73.21% |     77.12% |     79.73% |     28.12%
    mpki                             |        0.24 |       6.74 |       0.08 |        0.07 |       8.83 |      10.74 |       4.90 |       1.05
DRAM summary                         |             |            |            |             |            |            |            |           
  num dram accesses                  |    17653351 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      149.24 |        inf |        inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       39.23 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      78.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |            |             |            |            |            |           
  num loads from dram                |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
