                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   1377927521 |    249999989 |    933584684 |    886168741
  Cycles                             |  12997089674 |  12997086324 |  12997089935 |  12997090033
  IPC                                |         0.11 |         0.02 |         0.07 |         0.07
  Time (ns)                          |   4332363225 |   4332362108 |   4332363312 |   4332363345
Branch predictor stats               |              |              |              |             
  num correct                        |    109209885 |     43244780 |    157513341 |    121820751
  num incorrect                      |      8937471 |     11689069 |     14582172 |     16740060
  misprediction rate                 |        7.56% |       21.28% |        8.47% |       12.08%
  mpki                               |         6.49 |        46.76 |        15.62 |        18.89
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    115614572 |     23761816 |    108329661 |    155248770
    num misses                       |           42 |            3 |           42 |          105
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |    379256701 |     88558906 |    325173173 |    412951933
    num misses                       |      1855682 |     21158798 |      5605531 |     16073975
    miss rate                        |        0.49% |       23.89% |        1.72% |        3.89%
    mpki                             |         1.35 |        84.64 |         6.00 |        18.14
  L2 TLB                             |              |              |              |             
    num accesses                     |      1855724 |     21158801 |      5605573 |     16074080
    num misses                       |       578907 |     10898387 |      1514211 |      4810565
    miss rate                        |       31.20% |       51.51% |       27.01% |       29.93%
    mpki                             |         0.42 |        43.59 |         1.62 |         5.43
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    115614572 |     23761816 |    108329661 |    155248770
    num cache misses                 |       155358 |       106428 |        79786 |      2365087
    miss rate                        |        0.13% |        0.45% |        0.07% |        1.52%
    mpki                             |         0.11 |         0.43 |         0.09 |         2.67
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    379256701 |     88558906 |    325173173 |    412951933
    num cache misses                 |     20274898 |     28770254 |     38059228 |     23134635
    miss rate                        |        5.35% |       32.49% |       11.70% |        5.60%
    mpki                             |        14.71 |       115.08 |        40.77 |        26.11
  Cache L2                           |              |              |              |             
    num cache accesses               |     20610427 |     32643093 |     42576185 |     30431432
    num cache misses                 |     17683104 |     22398486 |     31091400 |     20643998
    miss rate                        |       85.80% |       68.62% |       73.03% |       67.84%
    mpki                             |        12.83 |        89.59 |        33.30 |        23.30
  Cache L3                           |              |              |              |             
    num cache accesses               |     17863729 |     26209887 |     35531717 |     25589495
    num cache misses                 |     16843455 |     18170334 |     23662333 |     16581228
    miss rate                        |       94.29% |       69.33% |       66.59% |       64.80%
    mpki                             |        12.22 |        72.68 |        25.35 |        18.71
DRAM summary                         |              |              |              |             
  num dram accesses                  |     96617557 |            0 |            0 |            0
  average dram access latency (ns)   |       523.14 |          inf |          inf |          inf
  average dram queueing delay        |       383.10 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       89.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
