                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  284144242 |  359637268 |  249999969 |  428244343
  Cycles                             |  260130420 |  260129607 |  260127534 |  260129753
  IPC                                |       1.09 |       1.38 |       0.96 |       1.65
  Time (ns)                          |   86710140 |   86709869 |   86709178 |   86709918
Branch predictor stats               |            |            |            |           
  num correct                        |   42607260 |   20811598 |   32217105 |   19708096
  num incorrect                      |    4889179 |    3574880 |    7507996 |     161560
  misprediction rate                 |     10.29% |     14.66% |     18.90% |      0.81%
  mpki                               |      17.21 |       9.94 |      30.03 |       0.38
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   45642866 |   41073242 |   35058549 |   32753185
    num misses                       |       2069 |         56 |        106 |         43
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  115429969 |  168156572 |   97606891 |  246433780
    num misses                       |     708815 |     107715 |     176193 |      32658
    miss rate                        |      0.61% |      0.06% |      0.18% |      0.01%
    mpki                             |       2.49 |       0.30 |       0.70 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     710884 |     107771 |     176299 |      32701
    num misses                       |     103900 |      16824 |      28107 |      10576
    miss rate                        |     14.62% |     15.61% |     15.94% |     32.34%
    mpki                             |       0.37 |       0.05 |       0.11 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   45642866 |   41073242 |   35058549 |   32753185
    num cache misses                 |     855616 |      64490 |    1010136 |      15177
    miss rate                        |      1.87% |      0.16% |      2.88% |      0.05%
    mpki                             |       3.01 |       0.18 |       4.04 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  115429969 |  168156572 |   97606891 |  246433780
    num cache misses                 |    1127499 |     989880 |    1212531 |    2223028
    miss rate                        |      0.98% |      0.59% |      1.24% |      0.90%
    mpki                             |       3.97 |       2.75 |       4.85 |       5.19
  Cache L2                           |            |            |            |           
    num cache accesses               |    2025469 |    1056324 |    2293680 |    2241804
    num cache misses                 |     456037 |     545774 |     365269 |    1250191
    miss rate                        |     22.52% |     51.67% |     15.93% |     55.77%
    mpki                             |       1.60 |       1.52 |       1.46 |       2.92
  Cache L3                           |            |            |            |           
    num cache accesses               |     498971 |     553330 |     438557 |    1254225
    num cache misses                 |     389773 |     412179 |     232013 |     713601
    miss rate                        |     78.12% |     74.49% |     52.90% |     56.90%
    mpki                             |       1.37 |       1.15 |       0.93 |       1.67
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2805118 |          0 |          0 |          0
  average dram access latency (ns)   |     114.51 |        inf |        inf |        inf
  average dram queueing delay        |       4.50 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     32.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
