                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1490007515 |  6967916190 |  1114860232 |  6659823675 |  3563105716 |  10657942358 |  1915047634 |  14313206141 |  5770028142 |  5838949860 |  6189815220 |  3002747168 |  1165822143 |   249999989 |  6012669346 |  10465805753
  Cycles                             |  7904439881 |  7904439819 |  7904439600 |  7904439518 |  7904439984 |   7904439600 |  7904440472 |   7904439480 |  7904439600 |  7904439951 |  7904439976 |  7904443145 |  7904440987 |  7904428561 |  7904439958 |   7904439519
  IPC                                |        0.19 |        0.88 |        0.14 |        0.84 |        0.45 |         1.35 |        0.24 |         1.81 |        0.73 |        0.74 |        0.78 |        0.38 |        0.15 |        0.03 |        0.76 |         1.32
  Time (ns)                          |  2634813294 |  2634813273 |  2634813200 |  2634813173 |  2634813328 |   2634813200 |  2634813491 |   2634813160 |  2634813200 |  2634813317 |  2634813326 |  2634814382 |  2634813663 |  2634809521 |  2634813320 |   2634813173
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    13502312 |   397343656 |   189089542 |   857603108 |     4638168 |    944299919 |   118183895 |   2641509333 |   315099469 |   109525021 |   673054205 |   458392677 |    92481376 |    43244780 |   919133988 |    462045762
  num incorrect                      |       90392 |    67197577 |    17374165 |   200135072 |       78602 |    157545170 |     4167948 |    180200520 |   217511698 |    16642435 |   102554944 |    97579602 |     7578015 |    11689069 |   235594377 |     26226610
  misprediction rate                 |       0.67% |      14.47% |       8.42% |      18.92% |       1.67% |       14.30% |       3.41% |        6.39% |      40.84% |      13.19% |      13.22% |      17.55% |       7.57% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.58 |       30.05 |        0.02 |        14.78 |        2.18 |        12.59 |       37.70 |        2.85 |       16.57 |       32.50 |        6.50 |       46.76 |       39.18 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   131687228 |   782590886 |   129408762 |   933998045 |   408149681 |   1210027207 |   181999844 |   2347006829 |   472770979 |   556056730 |   728672612 |   413374903 |    97356690 |    23761816 |   782242229 |    996763421
    num misses                       |           3 |          56 |          42 |         388 |           6 |         3588 |          22 |           39 |          52 |         150 |          10 |         558 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   405518402 |  3273680728 |   386373461 |  2602384700 |  2665343388 |   4456863778 |   637423791 |   4664650407 |  1705514576 |  2962799602 |  2776795306 |  1164242176 |   320956084 |    88558906 |  2024026068 |   3182132770
    num misses                       |      723384 |     2113846 |     6536582 |     4652212 |    96086267 |      2350903 |     5094070 |           23 |      103739 |     6628182 |    27994521 |     6180205 |     1580317 |    21159767 |     8962764 |      1023851
    miss rate                        |       0.18% |       0.06% |       1.69% |       0.18% |       3.61% |        0.05% |       0.80% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.86 |        0.70 |       26.97 |         0.22 |        2.66 |         0.00 |        0.02 |        1.14 |        4.52 |        2.06 |        1.36 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      723387 |     2113902 |     6536624 |     4652600 |    96086273 |      2354491 |     5094092 |           62 |      103791 |     6628332 |    27994531 |     6180763 |     1580359 |    21159770 |     8962783 |      1023859
    num misses                       |      722837 |      333159 |     1783190 |      740473 |    68574977 |        74124 |      490850 |           62 |       92718 |       91149 |     2474375 |      608489 |      491815 |    10898497 |     1876671 |        25285
    miss rate                        |      99.92% |      15.76% |      27.28% |      15.92% |      71.37% |        3.15% |       9.64% |      100.00% |      89.33% |       1.38% |       8.84% |       9.84% |      31.12% |      51.51% |      20.94% |        2.47%
