                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2289494767 |  3533032468 |  1427819133 |   447903549 |  1120273919 |  8120305964 |  2852044182 |  6024154561 |  1690166399 |   249999981 |  6267005786 |   673370250 |  3686972571 |  9420644202 |  1156196387 |  1830759989
  Cycles                             |  5186260222 |  5186260209 |  5186260462 |  5186261154 |  5186261075 |  5186260650 |  5186260463 |  5186260203 |  5186260245 |  5186256241 |  5186260555 |  5186260570 |  5186261071 |  5186260232 |  5186261372 |  5186260203
  IPC                                |        0.44 |        0.68 |        0.28 |        0.09 |        0.22 |        1.57 |        0.55 |        1.16 |        0.33 |        0.05 |        1.21 |        0.13 |        0.71 |        1.82 |        0.22 |        0.35
  Time (ns)                          |  1728753408 |  1728753403 |  1728753488 |  1728753718 |  1728753692 |  1728753550 |  1728753488 |  1728753401 |  1728753415 |  1728752081 |  1728753519 |  1728753524 |  1728753691 |  1728753411 |  1728753791 |  1728753401
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   247376218 |   192335776 |    86777570 |    61560481 |    60206974 |   541110082 |   367499589 |   484400183 |    38690393 |    58565837 |   276653477 |    12510604 |   169779112 |  1738584792 |    10481632 |   278785381
  num incorrect                      |    37596201 |   133405257 |    52218872 |     8476085 |     1408452 |    92874170 |    85777719 |    81388052 |      689181 |     6500447 |    15706728 |    17420514 |     1411063 |   118604139 |       70178 |    59817535
  misprediction rate                 |      13.19% |      40.95% |      37.57% |      12.10% |       2.29% |      14.65% |      18.92% |      14.38% |       1.75% |       9.99% |       5.37% |      58.20% |       0.82% |       6.39% |       0.67% |      17.67%
  mpki                               |       16.42 |       37.76 |       36.57 |       18.92 |        1.26 |       11.44 |       30.08 |       13.51 |        0.41 |       26.00 |        2.51 |       25.87 |        0.38 |       12.59 |        0.06 |       32.67
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   269276840 |   289091223 |   170362537 |    78448504 |   112198720 |   985283194 |   399916207 |   882436663 |   151348749 |    21135842 |   596867450 |    73056390 |   282063827 |  1544748817 |   102185279 |   252575455
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         223 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         368
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
