                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  395408159 |  447302982 |  249999979 |  339957297
  Cycles                             |  279953700 |  279953700 |  279951956 |  279953699
  IPC                                |       1.41 |       1.60 |       0.89 |       1.21
  Time (ns)                          |   93317900 |   93317900 |   93317319 |   93317900
Branch predictor stats               |            |            |            |           
  num correct                        |   16741002 |   56257274 |   38222132 |   30781836
  num incorrect                      |     953517 |    6249668 |    9793313 |    5220324
  misprediction rate                 |      5.39% |     10.00% |     20.40% |     14.50%
  mpki                               |       2.41 |      13.97 |      39.17 |      15.36
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   38306173 |   69107345 |   32523298 |   38736283
    num misses                       |          8 |        358 |         19 |        202
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  123010395 |  181046585 |   84159510 |  142206968
    num misses                       |      33254 |      54637 |     372538 |      71677
    miss rate                        |      0.03% |      0.03% |      0.44% |      0.05%
    mpki                             |       0.08 |       0.12 |       1.49 |       0.21
  L2 TLB                             |            |            |            |           
    num accesses                     |      33262 |      54995 |     372557 |      71879
    num misses                       |       1073 |       1799 |      78120 |       2403
    miss rate                        |      3.23% |      3.27% |     20.97% |      3.34%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   38306173 |   69107345 |   32523298 |   38736283
    num cache misses                 |       7111 |    1468016 |     158565 |     495634
    miss rate                        |      0.02% |      2.12% |      0.49% |      1.28%
    mpki                             |       0.02 |       3.28 |       0.63 |       1.46
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  123010395 |  181046585 |   84159510 |  142206968
    num cache misses                 |    3348567 |    1452458 |     352589 |    1097122
    miss rate                        |      2.72% |      0.80% |      0.42% |      0.77%
    mpki                             |       8.47 |       3.25 |       1.41 |       3.23
  Cache L2                           |            |            |            |           
    num cache accesses               |    3379539 |    2941200 |     590978 |    1613035
    num cache misses                 |     167717 |     215582 |     216346 |     391391
    miss rate                        |      4.96% |      7.33% |     36.61% |     24.26%
    mpki                             |       0.42 |       0.48 |       0.87 |       1.15
  Cache L3                           |            |            |            |           
    num cache accesses               |     192723 |     236763 |     298218 |     416486
    num cache misses                 |     165913 |     210329 |     202942 |     324201
    miss rate                        |     86.09% |     88.84% |     68.05% |     77.84%
    mpki                             |       0.42 |       0.47 |       0.81 |       0.95
DRAM summary                         |            |            |            |           
  num dram accesses                  |    1254292 |          0 |          0 |          0
  average dram access latency (ns)   |     112.93 |        inf |        inf |        inf
  average dram queueing delay        |       2.92 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     13.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
