                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   624717527 |  1859347514 |   614897213 |   937387974 |  1687128061 |  2659875665 |   376651895 |  1208252722 |  1984838658 |  3255907798 |   581774460 |  3437479531 |   249999886 |  2589630470 |  1593820269 |  1429577957
  Cycles                             |  2874008100 |  2874008101 |  2874008109 |  2874008116 |  2874008115 |  2874008004 |  2874008386 |  2874008003 |  2874008261 |  2874008063 |  2874008058 |  2874008117 |  2874004039 |  2874008352 |  2874008100 |  2874008100
  IPC                                |        0.22 |        0.65 |        0.21 |        0.33 |        0.59 |        0.93 |        0.13 |        0.42 |        0.69 |        1.13 |        0.20 |        1.20 |        0.09 |        0.90 |        0.55 |        0.50
  Time (ns)                          |   958002700 |   958002701 |   958002703 |   958002706 |   958002705 |   958002668 |   958002796 |   958002668 |   958002754 |   958002688 |   958002686 |   958002706 |   958001347 |   958002784 |   958002700 |   958002700
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    33878591 |   239587455 |    37747976 |    21307471 |   254646123 |   122477980 |     7131035 |     1573439 |   107337128 |   288469443 |    18318088 |   276456500 |    34399075 |   147689802 |    31147460 |   156345526
  num incorrect                      |      792292 |    55975931 |     1281247 |      379018 |    28553187 |     1017073 |     9915071 |       26666 |    75312694 |    48120977 |     8721451 |    46426643 |     4720676 |    24983628 |     4672926 |    23733182
  misprediction rate                 |       2.29% |      18.94% |       3.28% |       1.75% |      10.08% |       0.82% |      58.17% |       1.67% |      41.23% |      14.30% |      32.25% |      14.38% |      12.07% |      14.47% |      13.05% |      13.18%
  mpki                               |        1.27 |       30.11 |        2.08 |        0.40 |       16.92 |        0.38 |       26.32 |        0.02 |       37.94 |       14.78 |       14.99 |       13.51 |       18.88 |        9.65 |        2.93 |       16.60
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    62876279 |   260695010 |    58571962 |    84095807 |   269936281 |   203484253 |    41448233 |   138402144 |   161395237 |   369736308 |    45281976 |   503585713 |    43801034 |   291386526 |   152155623 |   167965709
    num misses                       |          47 |         179 |          22 |           4 |        9793 |          43 |          14 |           6 |          52 |        1167 |           3 |          65 |          84 |          56 |          82 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
