                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   4687116738 |   1347883790 |    892067109 |    249999989
  Cycles                             |  11501452330 |  11501452210 |  11501452851 |  11501448187
  IPC                                |         0.41 |         0.12 |         0.08 |         0.02
  Time (ns)                          |   3833817444 |   3833817404 |   3833817617 |   3833816063
Branch predictor stats               |              |              |              |             
  num correct                        |    509953940 |    106818879 |    122603543 |     43244780
  num incorrect                      |     77675953 |      8738802 |     16854964 |     11689069
  misprediction rate                 |       13.22% |        7.56% |       12.09% |       21.28%
  mpki                               |        16.57 |         6.48 |        18.89 |        46.76
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    551574054 |    113252723 |    156268135 |     23761816
    num misses                       |           10 |           42 |          105 |            3
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |   2101755477 |    370881409 |    415691170 |     88558906
    num misses                       |     21252643 |      1814106 |     16171917 |     21159186
    miss rate                        |        1.01% |        0.49% |        3.89% |       23.89%
    mpki                             |         4.53 |         1.35 |        18.13 |        84.64
  L2 TLB                             |              |              |              |             
    num accesses                     |     21252653 |      1814148 |     16172022 |     21159189
    num misses                       |      1880720 |       566185 |      4838888 |     10898259
    miss rate                        |        8.85% |       31.21% |       29.92% |       51.51%
    mpki                             |         0.40 |         0.42 |         5.42 |        43.59
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    551574054 |    113252723 |    156268135 |     23761816
    num cache misses                 |       203076 |       151046 |      2374463 |       106214
    miss rate                        |        0.04% |        0.13% |        1.52% |        0.45%
    mpki                             |         0.04 |         0.11 |         2.66 |         0.42
  Cache L1-D                         |              |              |              |             
    num cache accesses               |   2101755477 |    370881409 |    415691170 |     88558906
    num cache misses                 |     67844109 |     19820219 |     23254998 |     28765020
    miss rate                        |        3.23% |        5.34% |        5.59% |       32.48%
    mpki                             |        14.47 |        14.70 |        26.07 |       115.06
  Cache L2                           |              |              |              |             
    num cache accesses               |     68818447 |     20145771 |     30504513 |     32621629
    num cache misses                 |     37046331 |     17272090 |     20734138 |     22359258
    miss rate                        |       53.83% |       85.74% |       67.97% |       68.54%
    mpki                             |         7.90 |        12.81 |        23.24 |        89.44
  Cache L3                           |              |              |              |             
    num cache accesses               |     37909875 |     17447038 |     25622961 |     26155377
    num cache misses                 |     13900407 |     16434545 |     16427149 |     17974336
    miss rate                        |       36.67% |       94.20% |       64.11% |       68.72%
    mpki                             |         2.97 |        12.19 |        18.41 |        71.90
DRAM summary                         |              |              |              |             
  num dram accesses                  |     85210147 |            0 |            0 |            0
  average dram access latency (ns)   |       502.74 |          inf |          inf |          inf
  average dram queueing delay        |       362.71 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       88.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
