                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  474183684 |  1434082495 |  249999898 |  600043998 |  1022603862 |  1240597344 |  413416050 |  613314347
  Cycles                             |  907642087 |   907641682 |  907638156 |  907641761 |   907641653 |   907641664 |  907641904 |  907641685
  IPC                                |       0.52 |        1.58 |       0.28 |       0.66 |        1.13 |        1.37 |       0.46 |       0.68
  Time (ns)                          |  302547362 |   302547227 |  302546052 |  302547254 |   302547218 |   302547221 |  302547301 |  302547228
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   70765812 |    95880408 |    4856955 |   12716629 |    91182068 |    57128401 |   22192049 |   48586791
  num incorrect                      |   16205669 |    16332628 |    6669357 |    1857327 |    15243702 |      475396 |     519101 |    3976368
  misprediction rate                 |     18.63% |      14.56% |     57.86% |     12.74% |      14.32% |       0.83% |      2.29% |      7.56%
  mpki                               |      34.18 |       11.39 |      26.68 |       3.10 |       14.91 |        0.38 |       1.26 |       6.48
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   66851887 |   173904287 |   27532058 |   57584010 |   116082108 |    94910018 |   41509961 |   51721682
    num misses                       |        167 |          18 |         14 |         66 |         429 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  185065301 |   604101849 |   93614435 |  301151808 |   427328365 |   713881618 |  146695735 |  168832976
    num misses                       |     996100 |     4215752 |     661938 |     737052 |      221859 |       96221 |     213439 |     823314
    miss rate                        |      0.54% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.10 |        2.94 |       2.65 |       1.23 |        0.22 |        0.08 |       0.52 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |     996267 |     4215770 |     661952 |     737118 |      222288 |       96264 |     213486 |     823356
    num misses                       |      99114 |       31957 |     661946 |      10128 |        7244 |       27927 |      69332 |     258552
    miss rate                        |      9.95% |       0.76% |    100.00% |      1.37% |       3.26% |      29.01% |     32.48% |     31.40%
    mpki                             |       0.21 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   66851887 |   173904287 |   27532058 |   57584010 |   116082108 |    94910018 |   41509961 |   51721682
    num cache misses                 |    4038232 |     1579786 |      24300 |     126756 |     1635984 |       85745 |      46795 |      98022
    miss rate                        |      6.04% |       0.91% |      0.09% |      0.22% |       1.41% |       0.09% |      0.11% |      0.19%
    mpki                             |       8.52 |        1.10 |       0.10 |       0.21 |        1.60 |        0.07 |       0.11 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  185065301 |   604101849 |   93614435 |  301151808 |   427328365 |   713881618 |  146695735 |  168832976
    num cache misses                 |    3294218 |     3028724 |    7300005 |    4965366 |     3972673 |     6716635 |    5182675 |    9028363
    miss rate                        |      1.78% |       0.50% |      7.80% |      1.65% |       0.93% |       0.94% |      3.53% |      5.35%
    mpki                             |       6.95 |        2.11 |      29.20 |       8.28 |        3.88 |        5.41 |      12.54 |      14.72
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    7539608 |     4649251 |    8270099 |    5442648 |     5656115 |     6808201 |    5944003 |    9150654
    num cache misses                 |    3325931 |      704194 |    7324305 |    2775957 |     2394711 |     4710525 |    4327243 |    8460710
    miss rate                        |     44.11% |      15.15% |     88.56% |     51.00% |      42.34% |      69.19% |     72.80% |     92.46%
    mpki                             |       7.01 |        0.49 |      29.30 |       4.63 |        2.34 |        3.80 |      10.47 |      13.80
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    3533873 |      746308 |    8270099 |    3126679 |     2445893 |     4716675 |    5060207 |    8485145
    num cache misses                 |    1319579 |      320522 |    7305444 |    1171379 |      789944 |     1961425 |    3855969 |    2075160
    miss rate                        |     37.34% |      42.95% |     88.34% |     37.46% |      32.30% |      41.58% |     76.20% |     24.46%
    mpki                             |       2.78 |        0.22 |      29.22 |       1.95 |        0.77 |        1.58 |       9.33 |       3.38
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   26723694 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     181.82 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      71.81 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
