                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1536981682 |  7047291224 |   939180075 |  6590561589 |  3914334727 |  11357987312 |  2058684512 |  8479760581 |  6081657301 |  6335300917 |  5084753115 |  3401359933 |  1231459462 |   249999989 |  5316051725 |  11505798600
  Cycles                             |  8538101307 |  8538101123 |  8538101372 |  8538101115 |  8538101089 |   8538101100 |  8538101101 |  8538101100 |  8538101100 |  8538101109 |  8538101100 |  8538102025 |  8538101378 |  8538094085 |  8538101104 |   8538101100
  IPC                                |        0.18 |        0.83 |        0.11 |        0.77 |        0.46 |         1.33 |        0.24 |        0.99 |        0.71 |        0.74 |        0.60 |        0.40 |        0.14 |        0.03 |        0.62 |         1.35
  Time (ns)                          |  2846033769 |  2846033708 |  2846033791 |  2846033705 |  2846033697 |   2846033700 |  2846033701 |  2846033700 |  2846033700 |  2846033703 |  2846033700 |  2846034009 |  2846033793 |  2846031362 |  2846033702 |   2846033700
Branch predictor stats               |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  num correct                        |    13957221 |   401126470 |   158714848 |   849135760 |     5099799 |   1006951137 |   127445588 |  1564943766 |   330332055 |   118739278 |   550915709 |   518039925 |    97622560 |    43244780 |   812590841 |    508141950
  num incorrect                      |       93502 |    67831906 |    14643777 |   198055896 |       86426 |    168077990 |     4299056 |   106758381 |   229932536 |    18050099 |    83974485 |   111132721 |     7987897 |    11689069 |   208358078 |     28846924
  misprediction rate                 |       0.67% |      14.46% |       8.45% |      18.91% |       1.67% |       14.30% |       3.26% |       6.39% |      41.04% |      13.20% |      13.23% |      17.66% |       7.56% |      21.28% |      20.41% |        5.37%
  mpki                               |        0.06 |        9.63 |       15.59 |       30.05 |        0.02 |        14.80 |        2.09 |       12.59 |       37.81 |        2.85 |       16.51 |       32.67 |        6.49 |       46.76 |       39.19 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   135840689 |   790883723 |   109004004 |   924144057 |   448369765 |   1289919775 |   195517683 |  1390466988 |   497139575 |   603293523 |   598659799 |   468930906 |   103205022 |    23761816 |   691634152 |   1095626945
    num misses                       |           3 |          56 |          42 |         388 |           6 |         3816 |          22 |          39 |          52 |         158 |          10 |         616 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   418704845 |  3312978075 |   327041748 |  2573628699 |  2928120607 |   4749228633 |   681278699 |  2763537481 |  1795847592 |  3214824253 |  2285319039 |  1319646549 |   338986400 |    88558906 |  1789407047 |   3497626186
    num misses                       |      748657 |     2140480 |     5616989 |     4621722 |   105622097 |      2503080 |     5532407 |          23 |      108356 |     7185794 |    23096374 |     6996492 |     1657603 |    21159672 |     7923817 |      1123791
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.61% |        0.05% |       0.81% |       0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.98 |        0.70 |       26.98 |         0.22 |        2.69 |        0.00 |        0.02 |        1.13 |        4.54 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |      748660 |     2140536 |     5617031 |     4622110 |   105622103 |      2506896 |     5532429 |          62 |      108408 |     7185952 |    23096384 |     6997108 |     1657645 |    21159675 |     7923836 |      1123799
    num misses                       |      748095 |      337365 |     1519547 |      735352 |    75433335 |        78920 |      536501 |          62 |       96797 |       98865 |     2048057 |      669955 |      515197 |    10898278 |     1658669 |        27809
    miss rate                        |      99.92% |      15.76% |      27.05% |      15.91% |      71.42% |        3.15% |       9.70% |     100.00% |      89.29% |       1.38% |       8.87% |       9.57% |      31.08% |      51.50% |      20.93% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.62 |        0.11 |       19.27 |         0.01 |        0.26 |        0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |   135840689 |   790883723 |   109004004 |   924144057 |   448369765 |   1289919775 |   195517683 |  1390466988 |   497139575 |   603293523 |   598659799 |   468930906 |   103205022 |    23761816 |   691634152 |   1095626945
    num cache misses                 |     1055678 |     2309016 |      124308 |    28731568 |     1889520 |     17722490 |     1262337 |    16180628 |      119303 |     1090960 |      440035 |    27267706 |      196751 |      189960 |     4415560 |       181033
    miss rate                        |       0.78% |       0.29% |       0.11% |       3.11% |       0.42% |        1.37% |       0.65% |       1.16% |       0.02% |       0.18% |       0.07% |       5.81% |       0.19% |       0.80% |       0.64% |        0.02%
    mpki                             |        0.69 |        0.33 |        0.13 |        4.36 |        0.48 |         1.56 |        0.61 |        1.91 |        0.02 |        0.17 |        0.09 |        8.02 |        0.16 |        0.76 |        0.83 |         0.02
  Cache L1-D                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |   418704845 |  3312978075 |   327041748 |  2573628699 |  2928120607 |   4749228633 |   681278699 |  2763537481 |  1795847592 |  3214824253 |  2285319039 |  1319646549 |   338986400 |    88558906 |  1789407047 |   3497626186
    num cache misses                 |    79090559 |    20345385 |    38240699 |    32186610 |    32234287 |     43957921 |    39459047 |     1143594 |     6657986 |    49572178 |    73225495 |    30649611 |    18156906 |    28756501 |     8792243 |     92648654
    miss rate                        |      18.89% |       0.61% |      11.69% |       1.25% |       1.10% |        0.93% |       5.79% |       0.04% |       0.37% |       1.54% |       3.20% |       2.32% |       5.36% |      32.47% |       0.49% |        2.65%
    mpki                             |       51.46 |        2.89 |       40.72 |        4.88 |        8.23 |         3.87 |       19.17 |        0.13 |        1.09 |        7.82 |       14.40 |        9.01 |       14.74 |      115.03 |        1.65 |         8.05
  Cache L2                           |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |    80146257 |    22678519 |    41925664 |    62453009 |    34125319 |     61756413 |    43570277 |    17518751 |     6948567 |    51290725 |    74401232 |    59215502 |    18510671 |    32644523 |    14727983 |     93156543
    num cache misses                 |    52123765 |    15973621 |    33841357 |    27823940 |    23864569 |     24493525 |    19049724 |     4622237 |     6475816 |    26426557 |    51629598 |    29797899 |    17011900 |    24333927 |     7673836 |      2950893
    miss rate                        |      65.04% |      70.44% |      80.72% |      44.55% |      69.93% |       39.66% |      43.72% |      26.38% |      93.20% |      51.52% |      69.39% |      50.32% |      91.90% |      74.54% |      52.10% |        3.17%
    mpki                             |       33.91 |        2.27 |       36.03 |        4.22 |        6.10 |         2.16 |        9.25 |        0.55 |        1.06 |        4.17 |       10.15 |        8.76 |       13.81 |       97.34 |        1.44 |         0.26
  Cache L3                           |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |    52123785 |    15999957 |    37403682 |    29363999 |    23866651 |     24570521 |    21906363 |     4816770 |     6649775 |    27054741 |    52405381 |    31097640 |    17169305 |    28056934 |     9216806 |      3286761
