                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  442745805 |  404862152 |  249999984 |  671053068
  Cycles                             |  393425273 |  393425176 |  393422775 |  393425147
  IPC                                |       1.13 |       1.03 |       0.64 |       1.71
  Time (ns)                          |  131141758 |  131141726 |  131140925 |  131141716
Branch predictor stats               |            |            |            |           
  num correct                        |   66936835 |   51592101 |   15199251 |   38693018
  num incorrect                      |    7461539 |   12292414 |    9146162 |    6598138
  misprediction rate                 |     10.03% |     19.24% |     37.57% |     14.57%
  mpki                               |      16.85 |      30.36 |      36.58 |       9.83
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   70749920 |   56813830 |   29844534 |   75726055
    num misses                       |       2679 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  177211749 |  160027211 |  114926447 |  314110745
    num misses                       |     921445 |     249297 |     791204 |     201078
    miss rate                        |      0.52% |      0.16% |      0.69% |      0.06%
    mpki                             |       2.08 |       0.62 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     924124 |     249410 |     791214 |     201134
    num misses                       |     136469 |      42087 |     629350 |      31671
    miss rate                        |     14.77% |     16.87% |     79.54% |     15.75%
    mpki                             |       0.31 |       0.10 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   70749920 |   56813830 |   29844534 |   75726055
    num cache misses                 |    1143622 |    1645438 |      10973 |     150639
    miss rate                        |      1.62% |      2.90% |      0.04% |      0.20%
    mpki                             |       2.58 |       4.06 |       0.04 |       0.22
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  177211749 |  160027211 |  114926447 |  314110745
    num cache misses                 |    1487553 |    1776990 |    1780011 |    1878651
    miss rate                        |      0.84% |      1.11% |      1.55% |      0.60%
    mpki                             |       3.36 |       4.39 |       7.12 |       2.80
  Cache L2                           |            |            |            |           
    num cache accesses               |    2697667 |    3510256 |    2010707 |    2030079
    num cache misses                 |     890432 |     849392 |    1505220 |    1136920
    miss rate                        |     33.01% |     24.20% |     74.86% |     56.00%
    mpki                             |       2.01 |       2.10 |       6.02 |       1.69
  Cache L3                           |            |            |            |           
    num cache accesses               |     957481 |     938703 |    1761854 |    1137925
    num cache misses                 |     578321 |     249743 |     680771 |     176191
    miss rate                        |     60.40% |     26.61% |     38.64% |     15.48%
    mpki                             |       1.31 |       0.62 |       2.72 |       0.26
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2416340 |          0 |          0 |          0
  average dram access latency (ns)   |     112.03 |        inf |        inf |        inf
  average dram queueing delay        |       2.02 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
