                                     | Core 0      | Core 1     | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1217121600 |  564942482 |  1020923286 |  1261074587 |  406024600 |  249999888 |  634566018 |  791355684
  Cycles                             |   727137680 |  727137638 |   727137627 |   727137607 |  727137775 |  727134739 |  727137644 |  727137706
  IPC                                |        1.67 |       0.78 |        1.40 |        1.73 |       0.56 |       0.34 |       0.87 |       1.09
  Time (ns)                          |   242379227 |  242379213 |   242379209 |   242379203 |  242379259 |  242378247 |  242379215 |  242379236
Branch predictor stats               |             |            |             |             |            |            |            |           
  num correct                        |   158950001 |   12850524 |    82089099 |    83912099 |   21897958 |   19818647 |     831799 |  119034659
  num incorrect                      |    16678178 |     227722 |    13796496 |    14412404 |     512165 |    1620730 |      14098 |   13492653
  misprediction rate                 |       9.50% |      1.74% |      14.39% |      14.66% |      2.29% |      7.56% |      1.67% |     10.18%
  mpki                               |       13.70 |       0.40 |       13.51 |       11.43 |       1.26 |       6.48 |       0.02 |      17.05
TLB Summary                          |             |            |             |             |            |            |            |           
  I-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   184479820 |   50892269 |   149553348 |   152981054 |   40875840 |   20925725 |   72672127 |  126857304
    num misses                       |         848 |          4 |          65 |          18 |         47 |         42 |          6 |       5332
    miss rate                        |       0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   481093210 |  220587816 |   489436452 |   531588375 |  143812209 |   68803935 |  474737786 |  320084370
    num misses                       |      145223 |     111381 |     2733031 |     3767283 |     212031 |     336438 |   17295110 |    1884008
    miss rate                        |       0.03% |      0.05% |       0.56% |       0.71% |      0.15% |      0.49% |      3.64% |      0.59%
    mpki                             |        0.12 |       0.20 |        2.68 |        2.99 |       0.52 |       1.35 |      27.26 |       2.38
  L2 TLB                             |             |            |             |             |            |            |            |           
    num accesses                     |      146071 |     111385 |     2733096 |     3767301 |     212078 |     336480 |   17295116 |    1889340
    num misses                       |        4447 |      60863 |       17497 |       28979 |      68597 |     104711 |   12421982 |     273027
    miss rate                        |       3.04% |     54.64% |       0.64% |       0.77% |     32.35% |     31.12% |     71.82% |     14.45%
    mpki                             |        0.00 |       0.11 |        0.02 |        0.02 |       0.17 |       0.42 |      19.58 |       0.35
Cache Summary                        |             |            |             |             |            |            |            |           
  Cache L1-I                         |             |            |             |             |            |            |            |           
    num cache accesses               |   184479820 |   50892269 |   149553348 |   152981054 |   40875840 |   20925725 |   72672127 |  126857304
    num cache misses                 |     3856809 |      65561 |     4965990 |     1328206 |      41344 |      39833 |     307802 |    2558284
    miss rate                        |       2.09% |      0.13% |       3.32% |       0.87% |      0.10% |      0.19% |      0.42% |      2.02%
    mpki                             |        3.17 |       0.12 |        4.86 |        1.05 |       0.10 |       0.16 |       0.49 |       3.23
  Cache L1-D                         |             |            |             |             |            |            |            |           
    num cache accesses               |   481093210 |  220587816 |   489436452 |   531588375 |  143812209 |   68803935 |  474737786 |  320084370
    num cache misses                 |     5532312 |    5488543 |    16516884 |     2524164 |    5081435 |    3683625 |    5239399 |    3157346
    miss rate                        |       1.15% |      2.49% |       3.37% |       0.47% |      3.53% |      5.35% |      1.10% |      0.99%
    mpki                             |        4.55 |       9.72 |       16.18 |        2.00 |      12.52 |      14.73 |       8.26 |       3.99
  Cache L2                           |             |            |             |             |            |            |            |           
    num cache accesses               |     9436629 |    5554320 |    21489259 |     3871041 |    5794197 |    3745793 |    5547409 |    5809650
    num cache misses                 |      591241 |    3965358 |     3364162 |      423451 |    4153801 |    3452511 |    3900578 |    3077738
    miss rate                        |       6.27% |     71.39% |      15.66% |      10.94% |     71.69% |     92.17% |     70.31% |     52.98%
    mpki                             |        0.49 |       7.02 |        3.30 |        0.34 |      10.23 |      13.81 |       6.15 |       3.89
  Cache L3                           |             |            |             |             |            |            |            |           
    num cache accesses               |      638890 |    3966005 |     3371864 |      442615 |    4834601 |    3474918 |    3900862 |    3172117
    num cache misses                 |      303353 |    3802200 |      131064 |      124865 |    3601384 |    2859982 |    3309772 |     869034
    miss rate                        |      47.48% |     95.87% |       3.89% |      28.21% |     74.49% |     82.30% |     84.85% |     27.40%
    mpki                             |        0.25 |       6.73 |        0.13 |        0.10 |       8.87 |      11.44 |       5.22 |       1.10
DRAM summary                         |             |            |             |             |            |            |            |           
  num dram accesses                  |    18917352 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      148.50 |        inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       38.49 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      78.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |             |             |            |            |            |           
  num loads from dram                |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
