                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   454951992 |   249999989 |  2768263397 |  2867998394
  Cycles                             |  3011483135 |  3011480079 |  3011482520 |  3011482425
  IPC                                |        0.15 |        0.08 |        0.92 |        0.95
  Time (ns)                          |  1003827712 |  1003826693 |  1003827507 |  1003827475
Branch predictor stats               |             |             |             |            
  num correct                        |   106584972 |    43244780 |     3603720 |   438429442
  num incorrect                      |    11827304 |    11689069 |       61072 |   112445490
  misprediction rate                 |       9.99% |      21.28% |       1.67% |      20.41%
  mpki                               |       26.00 |       46.76 |        0.02 |       39.21
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    38454069 |    23761816 |   317100793 |   373159421
    num misses                       |       31645 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   157647114 |    88558906 |  2070772229 |   965331507
    num misses                       |     2430146 |    21160070 |    74639204 |     4271292
    miss rate                        |       1.54% |      23.89% |       3.60% |       0.44%
    mpki                             |        5.34 |       84.64 |       26.96 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2461791 |    21160073 |    74639210 |     4271311
    num misses                       |     2082764 |    10898123 |    53308739 |      894405
    miss rate                        |      84.60% |      51.50% |      71.42% |      20.94%
    mpki                             |        4.58 |       43.59 |       19.26 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    38454069 |    23761816 |   317100793 |   373159421
    num cache misses                 |      743580 |      189481 |     1426045 |     1951798
    miss rate                        |       1.93% |       0.80% |       0.45% |       0.52%
    mpki                             |        1.63 |        0.76 |        0.52 |        0.68
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   157647114 |    88558906 |  2070772229 |   965331507
    num cache misses                 |    13576418 |    28746504 |    22838097 |     4018550
    miss rate                        |       8.61% |      32.46% |       1.10% |       0.42%
    mpki                             |       29.84 |      114.99 |        8.25 |        1.40
  Cache L2                           |             |             |             |            
    num cache accesses               |    14363776 |    32458540 |    24279706 |     6763886
    num cache misses                 |    13742774 |    24324626 |    17005970 |     2754321
    miss rate                        |      95.68% |      74.94% |      70.04% |      40.72%
    mpki                             |       30.21 |       97.30 |        6.14 |        0.96
  Cache L3                           |             |             |             |            
    num cache accesses               |    13787771 |    27872647 |    17021982 |     3562157
    num cache misses                 |    13309488 |    15601953 |    15106202 |     1320651
    miss rate                        |      96.53% |      55.98% |      88.75% |      37.07%
    mpki                             |       29.25 |       62.41 |        5.46 |        0.46
DRAM summary                         |             |             |             |            
  num dram accesses                  |    54616078 |           0 |           0 |           0
  average dram access latency (ns)   |      128.56 |         inf |         inf |         inf
  average dram queueing delay        |       18.55 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      54.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
