                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   860637307 |   249999981 |   442475329 |  2736353868 |  1992297768 |  1079151327 |  2862192715 |  3965470203
  Cycles                             |  3438603821 |  3438599747 |  3438603115 |  3438602954 |  3438603000 |  3438603440 |  3438603231 |  3438602967
  IPC                                |        0.25 |        0.07 |        0.13 |        0.80 |        0.58 |        0.31 |        0.83 |        1.15
  Time (ns)                          |  1146201274 |  1146199916 |  1146201038 |  1146200985 |  1146201000 |  1146201147 |  1146201077 |  1146200989
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7802977 |    58565837 |    73460249 |   418473700 |     2600683 |    66650600 |   131796910 |   318846844
  num incorrect                      |       52246 |     6500447 |     4421157 |   107167847 |       44073 |     2199406 |     1094751 |    53558544
  misprediction rate                 |       0.67% |       9.99% |       5.68% |      20.39% |       1.67% |       3.19% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |        9.99 |       39.16 |        0.02 |        2.04 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    76063643 |    21135842 |    74530541 |   355964961 |   228194426 |   102556925 |   218963257 |   580886945
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   234284505 |    86633855 |   134192553 |   921132198 |  1490389472 |   356667180 |  1647007046 |  1901143167
    num misses                       |      418177 |     1331684 |      160483 |     4074754 |    53808599 |     2980789 |      221229 |    10608908
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.84% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.01 |        2.76 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      418180 |     1349125 |      160487 |     4074773 |    53808605 |     2980811 |      221272 |    10608973
    num misses                       |      417864 |     1140475 |      160487 |      853356 |    38419816 |      279306 |       64639 |       67489
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.94% |      71.40% |       9.37% |      29.21% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.28 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    76063643 |    21135842 |    74530541 |   355964961 |   228194426 |   102556925 |   218963257 |   580886945
    num cache misses                 |       55877 |      340027 |        1759 |     1368253 |      125538 |       81578 |       87284 |    17241702
    miss rate                        |       0.07% |       1.61% |       0.00% |       0.38% |       0.06% |       0.08% |       0.04% |       2.97%
    mpki                             |        0.06 |        1.36 |        0.00 |        0.50 |        0.06 |        0.08 |        0.03 |        4.35
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   234284505 |    86633855 |   134192553 |   921132198 |  1490389472 |   356667180 |  1647007046 |  1901143167
    num cache misses                 |    44110981 |     7405861 |    10267923 |     3586773 |    16288656 |    20991176 |    14898766 |    62644774
    miss rate                        |      18.83% |       8.55% |       7.65% |       0.39% |       1.09% |       5.89% |       0.90% |       3.30%
    mpki                             |       51.25 |       29.62 |       23.21 |        1.31 |        8.18 |       19.45 |        5.21 |       15.80
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    44166866 |     7766184 |    13612214 |     5755787 |    16420890 |    22587630 |    15039044 |    79936646
    num cache misses                 |    26796923 |     7292510 |    10269682 |     1609006 |    10874291 |     6033318 |     7923035 |     1166843
    miss rate                        |      60.67% |      93.90% |      75.44% |      27.95% |      66.22% |      26.71% |      52.68% |       1.46%
    mpki                             |       31.14 |       29.17 |       23.21 |        0.59 |        5.46 |        5.59 |        2.77 |        0.29
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26796931 |     7313823 |    13612214 |     2428075 |    10894305 |     7564683 |     7999943 |     1226517
    num cache misses                 |    26555126 |     7276737 |    10267340 |     1605526 |    10615854 |     5886712 |     7705502 |     1166317
    miss rate                        |      99.10% |      99.49% |      75.43% |      66.12% |      97.44% |      77.82% |      96.32% |      95.09%
    mpki                             |       30.86 |       29.11 |       23.20 |        0.59 |        5.33 |        5.45 |        2.69 |        0.29
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   108028130 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      267.74 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      157.73 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
