                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  803368251 |  596926562 |  1043840714
  Cycles                             |  634649871 |  634651800 |  634651915 |   634651800
  IPC                                |       0.39 |       1.27 |       0.94 |        1.64
  Time (ns)                          |  211549957 |  211550600 |  211550638 |   211550600
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   36986357 |   29791138 |    69267946
  num incorrect                      |      15217 |     306447 |   23566306 |    11934843
  misprediction rate                 |      0.67% |      0.82% |     44.17% |      14.70%
  mpki                               |       0.06 |       0.38 |      39.48 |       11.43
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   61453074 |   47076104 |   126557768
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  462289717 |  173649636 |   439829136
    num misses                       |     121838 |      61391 |       9159 |     3106901
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.98
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      61434 |       9211 |     3106919
    num misses                       |     121749 |      18638 |       8270 |       23983
    miss rate                        |     99.92% |     30.34% |     89.78% |       0.77%
    mpki                             |       0.49 |       0.02 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   61453074 |   47076104 |   126557768
    num cache misses                 |      86858 |      41635 |      19420 |     1078306
    miss rate                        |      0.39% |      0.07% |      0.04% |       0.85%
    mpki                             |       0.35 |       0.05 |       0.03 |        1.03
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  462289717 |  173649636 |   439829136
    num cache misses                 |   12860685 |    4229634 |     567755 |     2063334
    miss rate                        |     18.88% |      0.91% |      0.33% |       0.47%
    mpki                             |      51.44 |       5.26 |       0.95 |        1.98
  Cache L2                           |            |            |            |            
    num cache accesses               |   12949199 |    4283124 |     611634 |     3167360
    num cache misses                 |    7887007 |    2659096 |     567289 |      211559
    miss rate                        |     60.91% |     62.08% |     92.75% |       6.68%
    mpki                             |      31.55 |       3.31 |       0.95 |        0.20
  Cache L3                           |            |            |            |            
    num cache accesses               |    7888663 |    2672185 |     592168 |      238085
    num cache misses                 |    7803397 |    1774926 |     567138 |      203180
    miss rate                        |     98.92% |     66.42% |     95.77% |      85.34%
    mpki                             |      31.21 |       2.21 |       0.95 |        0.19
DRAM summary                         |            |            |            |            
  num dram accesses                  |   18245381 |          0 |          0 |           0
  average dram access latency (ns)   |     153.00 |        inf |        inf |         inf
  average dram queueing delay        |      42.99 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     86.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
