                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  272914730 |  291656794 |  249999876 |  435106052
  Cycles                             |  502708281 |  502708749 |  502706262 |  502708278
  IPC                                |       0.54 |       0.58 |       0.50 |       0.87
  Time (ns)                          |  167569427 |  167569583 |  167568754 |  167569426
Branch predictor stats               |            |            |            |           
  num correct                        |   15142693 |   44132867 |    8515508 |     567139
  num incorrect                      |     353461 |    9652695 |    3973583 |       9612
  misprediction rate                 |      2.28% |     17.95% |     31.82% |      1.67%
  mpki                               |       1.30 |      33.10 |      15.89 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27752715 |   40494963 |   19582128 |   49838728
    num misses                       |         47 |        140 |          3 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   95182219 |  113483470 |  107816592 |  325483950
    num misses                       |     154518 |     610979 |     111242 |   11797317
    miss rate                        |      0.16% |      0.54% |      0.10% |      3.62%
    mpki                             |       0.57 |       2.09 |       0.44 |      27.11
  L2 TLB                             |            |            |            |           
    num accesses                     |     154565 |     611119 |     111245 |   11797323
    num misses                       |      48358 |      54252 |      76686 |    8473863
    miss rate                        |     31.29% |      8.88% |     68.93% |     71.83%
    mpki                             |       0.18 |       0.19 |       0.31 |      19.48
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27752715 |   40494963 |   19582128 |   49838728
    num cache misses                 |      10303 |    2407272 |       8685 |      47210
    miss rate                        |      0.04% |      5.94% |      0.04% |      0.09%
    mpki                             |       0.04 |       8.25 |       0.03 |       0.11
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   95182219 |  113483470 |  107816592 |  325483950
    num cache misses                 |    3445500 |    2394539 |    5529359 |    3557671
    miss rate                        |      3.62% |      2.11% |      5.13% |      1.09%
    mpki                             |      12.62 |       8.21 |      22.12 |       8.18
  Cache L2                           |            |            |            |           
    num cache accesses               |    3960748 |    4936587 |    5937272 |    3606339
    num cache misses                 |    2649389 |    1853876 |    4930923 |    2402154
    miss rate                        |     66.89% |     37.55% |     83.05% |     66.61%
    mpki                             |       9.71 |       6.36 |      19.72 |       5.52
  Cache L3                           |            |            |            |           
    num cache accesses               |    3173970 |    1989725 |    5330151 |    2403654
    num cache misses                 |    2581112 |     813439 |    4922722 |    2293797
    miss rate                        |     81.32% |     40.88% |     92.36% |     95.43%
    mpki                             |       9.46 |       2.79 |      19.69 |       5.27
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13109441 |          0 |          0 |          0
  average dram access latency (ns)   |     148.50 |        inf |        inf |        inf
  average dram queueing delay        |      38.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     78.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
