                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   277358531 |  3387161830 |  2053077063 |   874619078 |  3389478737 |  2196015693 |  2100332941 |  2111248790 |  1202596145 |   249999886 |   973394517 |   469025559 |  4180195443 |   602631053 |   358924146 |  4638380796
  Cycles                             |  2558197212 |  2558197035 |  2558197207 |  2558197903 |  2558197031 |  2558198369 |  2558197213 |  2558197099 |  2558197095 |  2558192684 |  2558198224 |  2558198274 |  2558198646 |  2558198283 |  2558198981 |  2558196984
  IPC                                |        0.11 |        1.32 |        0.80 |        0.34 |        1.32 |        0.86 |        0.82 |        0.83 |        0.47 |        0.10 |        0.38 |        0.18 |        1.63 |        0.24 |        0.14 |        1.81
  Time (ns)                          |   852732404 |   852732345 |   852732403 |   852732635 |   852732344 |   852732790 |   852732405 |   852732367 |   852732365 |   852730895 |   852732742 |   852732758 |   852732882 |   852732761 |   852732994 |   852732328
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    47093425 |   272433432 |   116656694 |    19537932 |   148945716 |   282300018 |    96711212 |   322708043 |    73089316 |    34399075 |   146960812 |     4230619 |   278869152 |    32315166 |    28427592 |   856015996
  num incorrect                      |     4275535 |    45743318 |    19696769 |      346334 |     8457347 |    66100431 |      803135 |    82820974 |    43982456 |     4720676 |    32422930 |       28276 |    47738557 |      756236 |     2327880 |    58396774
  misprediction rate                 |       8.32% |      14.38% |      14.45% |       1.74% |       5.37% |      18.97% |       0.82% |      20.42% |      37.57% |      12.07% |      18.07% |       0.66% |      14.62% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.42 |       13.50 |        9.59 |        0.40 |        2.50 |       30.10 |        0.38 |       39.23 |       36.57 |       18.88 |       33.31 |        0.06 |       11.42 |        1.25 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    32201161 |   496218439 |   230213154 |    78818628 |   323437930 |   307992172 |   160678013 |   274724411 |   143481926 |    43801034 |   135568339 |    41451530 |   507126366 |    60942403 |    30448777 |   760579888
    num misses                       |          42 |          65 |          56 |           4 |           8 |         194 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    96188322 |  1623989935 |   965783293 |   346116210 |  1033272779 |   859453225 |  1208602559 |   710549481 |   552934935 |   116504258 |   378551648 |   127379788 |  1762076330 |   210804553 |    98840893 |  1511644861
    num misses                       |     1617958 |     9066754 |      626463 |      174541 |      325967 |     1510790 |      162255 |     3145496 |     3792061 |     4542673 |     2018539 |      226070 |    12447167 |      327433 |      481719 |          23
    miss rate                        |       1.68% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.16% |       0.49% |       0.00%
    mpki                             |        5.83 |        2.68 |        0.31 |        0.20 |        0.10 |        0.69 |        0.08 |        1.49 |        3.15 |       18.17 |        2.07 |        0.48 |        2.98 |        0.54 |        1.34 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     1618000 |     9066819 |      626519 |      174545 |      325975 |     1510984 |      162298 |     3145515 |     3792071 |     4542757 |     2018782 |      226073 |    12447185 |      327480 |      481761 |          62
    num misses                       |      458701 |       57467 |       98670 |       97251 |        8238 |      243171 |       47463 |      658466 |     3012400 |     1361705 |      195605 |      225898 |       94792 |      101719 |      152377 |          62
    miss rate                        |      28.35% |       0.63% |      15.75% |      55.72% |       2.53% |      16.09% |      29.24% |      20.93% |      79.44% |      29.98% |       9.69% |      99.92% |       0.76% |      31.06% |      31.63% |     100.00%
    mpki                             |        1.65 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.50 |        5.45 |        0.20 |        0.48 |        0.02 |        0.17 |        0.42 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    32201161 |   496218439 |   230213154 |    78818628 |   323437930 |   307992172 |   160678013 |   274724411 |   143481926 |    43801034 |   135568339 |    41451530 |   507126366 |    60942403 |    30448777 |   760579888
    num cache misses                 |       36001 |    16425082 |      673054 |      102199 |       54677 |     9539799 |      143739 |     1387311 |       78651 |      948006 |     7916732 |      321785 |     4354362 |       59469 |       57490 |     7185214
    miss rate                        |       0.11% |       3.31% |       0.29% |       0.13% |       0.02% |       3.10% |       0.09% |       0.50% |       0.05% |       2.16% |       5.84% |       0.78% |       0.86% |       0.10% |       0.19% |       0.94%
    mpki                             |        0.13 |        4.85 |        0.33 |        0.12 |        0.02 |        4.34 |        0.07 |        0.66 |        0.07 |        3.79 |        8.13 |        0.69 |        1.04 |        0.10 |        0.16 |        1.55
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    96188322 |  1623989935 |   965783293 |   346116210 |  1033272779 |   859453225 |  1208602559 |   710549481 |   552934935 |   116504258 |   378551648 |   127379788 |  1762076330 |   210804553 |    98840893 |  1511644861
