                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   739896285 |   249999973 |   990922862 |   278469107
  Cycles                             |  1008989950 |  1008988358 |  1008989634 |  1008989798
  IPC                                |        0.73 |        0.25 |        0.98 |        0.28
  Time (ns)                          |   336329983 |   336329453 |   336329878 |   336329933
Branch predictor stats               |             |             |             |            
  num correct                        |    44975714 |    40600608 |    53462411 |    47190181
  num incorrect                      |    27065347 |     2521753 |    37656144 |     4293730
  misprediction rate                 |      37.57% |       5.85% |      41.33% |       8.34%
  mpki                               |       36.58 |       10.09 |       38.00 |       15.42
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    88301822 |    41868591 |    80439934 |    32313733
    num misses                       |          10 |           4 |          52 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   340150010 |    75636447 |   291875350 |    96712809
    num misses                       |     2337364 |       88470 |       17682 |     1646869
    miss rate                        |       0.69% |       0.12% |       0.01% |       1.70%
    mpki                             |        3.16 |        0.35 |        0.02 |        5.91
  L2 TLB                             |             |             |             |            
    num accesses                     |     2337374 |       88474 |       17734 |     1646911
    num misses                       |     1858702 |       88474 |       15876 |      469202
    miss rate                        |      79.52% |     100.00% |      89.52% |      28.49%
    mpki                             |        2.51 |        0.35 |        0.02 |        1.68
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    88301822 |    41868591 |    80439934 |    32313733
    num cache misses                 |       48016 |        7769 |       30493 |       36725
    miss rate                        |       0.05% |       0.02% |       0.04% |       0.11%
    mpki                             |        0.06 |        0.03 |        0.03 |        0.13
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   340150010 |    75636447 |   291875350 |    96712809
    num cache misses                 |     5247980 |     5664452 |     1104018 |    11510937
    miss rate                        |       1.54% |       7.49% |       0.38% |      11.90%
    mpki                             |        7.09 |       22.66 |        1.11 |       41.34
  Cache L2                           |             |             |             |            
    num cache accesses               |     5706020 |     7692146 |     1175165 |    12782680
    num cache misses                 |     4927315 |     5672221 |     1086877 |    10219207
    miss rate                        |      86.35% |      73.74% |      92.49% |      79.95%
    mpki                             |        6.66 |       22.69 |        1.10 |       36.70
  Cache L3                           |             |             |             |            
    num cache accesses               |     5397680 |     7692146 |     1128115 |    11454697
    num cache misses                 |     1269817 |     5661907 |     1080581 |     6609205
    miss rate                        |      23.53% |      73.61% |      95.79% |      57.70%
    mpki                             |        1.72 |       22.65 |        1.09 |       23.73
DRAM summary                         |             |             |             |            
  num dram accesses                  |    20848817 |           0 |           0 |           0
  average dram access latency (ns)   |      132.26 |         inf |         inf |         inf
  average dram queueing delay        |       22.25 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      62.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
