                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2882687842 |   845326368 |  5679077701 |  2950260230 |  3499124752 |   454795901 |  2090835307 |   249999989
  Cycles                             |  2984847044 |  2984847056 |  2984847306 |  2984847022 |  2984847037 |  2984847359 |  2984847038 |  2984841918
  IPC                                |        0.97 |        0.28 |        1.90 |        0.99 |        1.17 |        0.15 |        0.70 |        0.08
  Time (ns)                          |   994949015 |   994949019 |   994949102 |   994949007 |   994949012 |   994949120 |   994949013 |   994947306
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   440730021 |   116295221 |  1048077142 |   157184895 |   527765235 |   106547677 |   318418671 |    43244780
  num incorrect                      |   113001998 |    15962076 |    71498707 |   112965379 |    59306120 |    11823026 |    68305783 |    11689069
  misprediction rate                 |      20.41% |      12.07% |       6.39% |      41.82% |      10.10% |       9.99% |      17.66% |      21.28%
  mpki                               |       39.20 |       18.88 |       12.59 |       38.29 |       16.95 |       26.00 |       32.67 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   375065843 |   148143716 |   931226437 |   237598826 |   560226148 |    38441235 |   288401745 |    23761816
    num misses                       |          19 |         101 |          39 |          52 |       20378 |       31645 |         406 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   970284872 |   393909652 |  1850803097 |   866334975 |  1409087051 |   157594133 |   811327681 |    88558906
    num misses                       |     4292619 |    15361344 |          23 |       51912 |     7843049 |     2429347 |     4307700 |    21159940
    miss rate                        |       0.44% |       3.90% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.17 |        0.00 |        0.02 |        2.24 |        5.34 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4292638 |    15361445 |          62 |       51964 |     7863427 |     2460992 |     4308106 |    21159943
    num misses                       |      898958 |     4606702 |          62 |       46296 |     1117084 |     2082012 |      412645 |    10898282
    miss rate                        |      20.94% |      29.99% |     100.00% |      89.09% |      14.21% |      84.60% |       9.58% |      51.50%
    mpki                             |        0.31 |        5.45 |        0.00 |        0.02 |        0.32 |        4.58 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   375065843 |   148143716 |   931226437 |   237598826 |   560226148 |    38441235 |   288401745 |    23761816
    num cache misses                 |     1909290 |     3173245 |     8881677 |       83917 |    10599332 |      732735 |    16781937 |      188714
    miss rate                        |       0.51% |       2.14% |       0.95% |       0.04% |       1.89% |       1.91% |       5.82% |       0.79%
    mpki                             |        0.66 |        3.75 |        1.56 |        0.03 |        3.03 |        1.61 |        8.03 |        0.75
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   970284872 |   393909652 |  1850803097 |   866334975 |  1409087051 |   157594133 |   811327681 |    88558906
    num cache misses                 |     3981435 |    22415533 |      105523 |     3250115 |    13117194 |    13555145 |    18846063 |    28737396
    miss rate                        |       0.41% |       5.69% |       0.01% |       0.38% |       0.93% |       8.60% |       2.32% |      32.45%
    mpki                             |        1.38 |       26.52 |        0.02 |        1.10 |        3.75 |       29.80 |        9.01 |      114.95
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6667048 |    29276552 |     9003414 |     3464717 |    24094623 |    14313944 |    36387726 |    32131652
    num cache misses                 |     2643347 |    21986387 |      330916 |     3185164 |    12663801 |    13692144 |    18342502 |    24315088
    miss rate                        |      39.65% |      75.10% |       3.68% |      91.93% |      52.56% |      95.66% |      50.41% |      75.67%
    mpki                             |        0.92 |       26.01 |        0.06 |        1.08 |        3.62 |       30.11 |        8.77 |       97.26
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3432672 |    25678555 |      347130 |     3318019 |    13043245 |    13718997 |    19103219 |    27544287
    num cache misses                 |     1126696 |    12818343 |      326534 |     3164049 |     3542500 |    12850742 |     4459622 |    15016250
    miss rate                        |      32.82% |      49.92% |      94.07% |      95.36% |      27.16% |      93.67% |      23.34% |      54.52%
    mpki                             |        0.39 |       15.16 |        0.06 |        1.07 |        1.01 |       28.26 |        2.13 |       60.07
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    67648913 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.18 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.17 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
