                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  713011489 |  337958852 |  568396116 |  750192327 |  249999884 |  258866830 |  400769746 |  458177916
  Cycles                             |  453616505 |  453616491 |  453616462 |  453616500 |  453614336 |  453616658 |  453616500 |  453616505
  IPC                                |       1.57 |       0.75 |       1.25 |       1.65 |       0.55 |       0.57 |       0.88 |       1.01
  Time (ns)                          |  151205502 |  151205497 |  151205487 |  151205500 |  151204779 |  151205553 |  151205500 |  151205502
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   91521876 |    7578010 |   45770247 |   49982413 |   13325983 |   20495317 |     516886 |   69101611
  num incorrect                      |    9897636 |     133078 |    7700374 |    8580888 |     311809 |    1675318 |       8760 |    7747546
  misprediction rate                 |      9.76% |      1.73% |     14.40% |     14.65% |      2.29% |      7.56% |      1.67% |     10.08%
  mpki                               |      13.88 |       0.39 |      13.55 |      11.44 |       1.25 |       6.47 |       0.02 |      16.91
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  109046789 |   30989887 |   83335257 |   91035698 |   24892730 |   21744694 |   45921609 |   73327086
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2929
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  284870687 |  132442518 |  272689670 |  316360101 |   86640605 |   71347231 |  299743769 |  184499865
    num misses                       |      84670 |      62819 |    1523724 |    2250704 |     132377 |     345299 |   10815581 |    1046396
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.71% |      0.15% |      0.48% |      3.61% |      0.57%
    mpki                             |       0.12 |       0.19 |       2.68 |       3.00 |       0.53 |       1.33 |      26.99 |       2.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85187 |      62823 |    1523789 |    2250722 |     132424 |     345341 |   10815587 |    1049325
    num misses                       |       2675 |      37529 |       9850 |      17320 |      40812 |     107418 |    7812192 |     152900
    miss rate                        |      3.14% |     59.74% |      0.65% |      0.77% |     30.82% |     31.10% |     72.23% |     14.57%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.41 |      19.49 |       0.33
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  109046789 |   30989887 |   83335257 |   91035698 |   24892730 |   21744694 |   45921609 |   73327086
    num cache misses                 |    2319434 |      35631 |    2798068 |     833275 |      25335 |      42622 |     198754 |    1451864
    miss rate                        |      2.13% |      0.11% |      3.36% |      0.92% |      0.10% |      0.20% |      0.43% |      1.98%
    mpki                             |       3.25 |       0.11 |       4.92 |       1.11 |       0.10 |       0.16 |       0.50 |       3.17
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  284870687 |  132442518 |  272689670 |  316360101 |   86640605 |   71347231 |  299743769 |  184499865
    num cache misses                 |    2814135 |    3191184 |    9328557 |    1543497 |    3058443 |    3798053 |    3285841 |    1779714
    miss rate                        |      0.99% |      2.41% |      3.42% |      0.49% |      3.53% |      5.32% |      1.10% |      0.96%
    mpki                             |       3.95 |       9.44 |      16.41 |       2.06 |      12.23 |      14.67 |       8.20 |       3.88
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5163968 |    3227859 |   12136142 |    2393809 |    3516582 |    3861030 |    3485065 |    3301253
    num cache misses                 |     369192 |    2437261 |    2043718 |     331039 |    2501921 |    3564910 |    2456073 |    1761404
    miss rate                        |      7.15% |     75.51% |     16.84% |     13.83% |     71.15% |     92.33% |     70.47% |     53.36%
    mpki                             |       0.52 |       7.21 |       3.60 |       0.44 |      10.01 |      13.77 |       6.13 |       3.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     399771 |    2438833 |    2054884 |     348565 |    2942924 |    3585338 |    2456581 |    1831399
    num cache misses                 |     267342 |    2311716 |     210586 |     134626 |    2170019 |    1481986 |    1950649 |     610452
    miss rate                        |     66.87% |     94.79% |     10.25% |     38.62% |     73.74% |     41.33% |     79.41% |     33.33%
    mpki                             |       0.37 |       6.84 |       0.37 |       0.18 |       8.68 |       5.72 |       4.87 |       1.33
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11691836 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     148.68 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     77.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
