                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999907 |  455501218 |  302978395 |  336356804
  Cycles                             |  338024472 |  338026572 |  338026608 |  338026612
  IPC                                |       0.74 |       1.35 |       0.90 |       1.00
  Time (ns)                          |  112674824 |  112675524 |  112675536 |  112675538
Branch predictor stats               |            |            |            |           
  num correct                        |    4611008 |   19874227 |    6733838 |   15849253
  num incorrect                      |     704186 |    1124219 |     119005 |   13633617
  misprediction rate                 |     13.25% |      5.35% |      1.74% |     46.24%
  mpki                               |       2.82 |       2.47 |       0.39 |      40.53
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   23785065 |   43636944 |   27158460 |   25914501
    num misses                       |         62 |          8 |          4 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  127043714 |  139418959 |  117501560 |   96915148
    num misses                       |     281027 |      42468 |      56552 |       4649
    miss rate                        |      0.22% |      0.03% |      0.05% |      0.00%
    mpki                             |       1.12 |       0.09 |       0.19 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |     281089 |      42476 |      56556 |       4701
    num misses                       |       4010 |       1279 |      31375 |       4245
    miss rate                        |      1.43% |      3.01% |     55.48% |     90.30%
    mpki                             |       0.02 |       0.00 |       0.10 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   23785065 |   43636944 |   27158460 |   25914501
    num cache misses                 |      17781 |      11645 |      15261 |      19222
    miss rate                        |      0.07% |      0.03% |      0.06% |      0.07%
    mpki                             |       0.07 |       0.03 |       0.05 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  127043714 |  139418959 |  117501560 |   96915148
    num cache misses                 |    1967857 |    3784457 |    2803734 |     303926
    miss rate                        |      1.55% |      2.71% |      2.39% |      0.31%
    mpki                             |       7.87 |       8.31 |       9.25 |       0.90
  Cache L2                           |            |            |            |           
    num cache accesses               |    2206379 |    3833543 |    2826921 |     355598
    num cache misses                 |     765027 |     269038 |    2012003 |     319557
    miss rate                        |     34.67% |      7.02% |     71.17% |     89.86%
    mpki                             |       3.06 |       0.59 |       6.64 |       0.95
  Cache L3                           |            |            |            |           
    num cache accesses               |     985913 |     308593 |    2022841 |     352611
    num cache misses                 |     658122 |     267275 |    1993277 |     318898
    miss rate                        |     66.75% |     86.61% |     98.54% |     90.44%
    mpki                             |       2.63 |       0.59 |       6.58 |       0.95
DRAM summary                         |            |            |            |           
  num dram accesses                  |    4360676 |          0 |          0 |          0
  average dram access latency (ns)   |     114.50 |        inf |        inf |        inf
  average dram queueing delay        |       4.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     38.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
