                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1954819850 |   7178750557 |   8259418430 |   3217830531 |   4158535832 |    249999989 |  19079085097 |   7163775031 |    825666479 |   1253486796 |   4879258367 |    861030444 |   3681274264 |   1235257658 |   4211496922 |   2140786150
  Cycles                             |  10559373815 |  10559373456 |  10559373269 |  10559373156 |  10559373346 |  10559368408 |  10559373206 |  10559373300 |  10559373553 |  10559373355 |  10559373271 |  10559373835 |  10559373300 |  10559373537 |  10559373170 |  10559373835
  IPC                                |         0.19 |         0.68 |         0.78 |         0.30 |         0.39 |         0.02 |         1.81 |         0.68 |         0.08 |         0.12 |         0.46 |         0.08 |         0.35 |         0.12 |         0.40 |         0.20
  Time (ns)                          |   3519791272 |   3519791152 |   3519791090 |   3519791052 |   3519791116 |   3519789470 |   3519791069 |   3519791100 |   3519791185 |   3519791119 |   3519791091 |   3519791279 |   3519791100 |   3519791179 |   3519791057 |   3519791279
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     64449084 |    330576737 |   1262657139 |     74079827 |    252791288 |     43244780 |   3521054403 |    132741773 |    134363829 |     99378774 |    529064002 |    118417064 |    560546499 |     23840624 |      5484340 |    132274823
  num incorrect                      |     30295834 |      2748970 |    323592633 |      1321027 |    152118068 |     11689069 |    240201680 |     20174617 |      8669043 |      8124515 |     80643677 |     16264354 |    120341267 |     32744644 |        92942 |      4608418
  misprediction rate                 |       31.98% |        0.82% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.19% |        6.06% |        7.56% |       13.23% |       12.08% |       17.67% |       57.87% |        1.67% |        3.37%
  mpki                               |        15.50 |         0.38 |        39.18 |         0.41 |        36.58 |        46.76 |        12.59 |         2.82 |        10.50 |         6.48 |        16.53 |        18.89 |        32.69 |        26.51 |         0.02 |         2.15
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    154184749 |    549199959 |   1074517828 |    287713484 |    496340784 |     23761816 |   3128489840 |    681818166 |    137174436 |    105007833 |    574463342 |    150890660 |    507585202 |    135568000 |    482415949 |    203427466
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          170 |            4 |           42 |           10 |          104 |          655 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    852586926 |   4130897611 |   2780408467 |   1264710375 |   1911912494 |     88558906 |   6217838763 |   3640312937 |    253427606 |    345124453 |   2192444342 |    401231606 |   1428310672 |    461743447 |   3150386914 |    710875804
    num misses                       |       880319 |       556413 |     12309709 |       673851 |     13144568 |     21159609 |           23 |      8106615 |       296208 |      1685363 |     22093464 |     15634597 |      7567494 |      3279280 |    113530637 |      5685134
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.90% |        0.53% |        0.71% |        3.60% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.13 |         0.36 |         1.34 |         4.53 |        18.16 |         2.06 |         2.65 |        26.96 |         2.66
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       880322 |       556456 |     12309728 |       673855 |     13144578 |     21159612 |           62 |      8106785 |       296212 |      1685405 |     22093474 |     15634701 |      7568149 |      3279294 |    113530643 |      5685156
    num misses                       |       598884 |       160151 |      2577748 |       351719 |     10449665 |     10898217 |           62 |       110686 |       296212 |       523540 |      1960229 |      4689794 |       722633 |      3279256 |     80966890 |       549904
