                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  452172060 |  249999984 |  422804656 |  616747642
  Cycles                             |  649171985 |  649169933 |  649172112 |  649171861
  IPC                                |       0.70 |       0.39 |       0.65 |       0.95
  Time (ns)                          |  216390662 |  216389978 |  216390704 |  216390621
Branch predictor stats               |            |            |            |           
  num correct                        |   68280308 |   15199251 |   53696415 |   28392864
  num incorrect                      |    7628623 |    9146162 |   12862453 |     234301
  misprediction rate                 |     10.05% |     37.57% |     19.32% |      0.82%
  mpki                               |      16.87 |      36.58 |      30.42 |       0.38
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   72311829 |   29844534 |   59370440 |   47177347
    num misses                       |       2896 |         10 |        116 |         43
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  181590693 |  114926447 |  167630689 |  354900067
    num misses                       |     985543 |     791198 |     254889 |      47208
    miss rate                        |      0.54% |      0.69% |      0.15% |      0.01%
    mpki                             |       2.18 |       3.16 |       0.60 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     988439 |     791208 |     255005 |      47251
    num misses                       |     144022 |     629351 |      43624 |      14882
    miss rate                        |     14.57% |     79.54% |     17.11% |     31.50%
    mpki                             |       0.32 |       2.52 |       0.10 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   72311829 |   29844534 |   59370440 |   47177347
    num cache misses                 |    1481332 |      31451 |    1891336 |      51373
    miss rate                        |      2.05% |      0.11% |      3.19% |      0.11%
    mpki                             |       3.28 |       0.13 |       4.47 |       0.08
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  181590693 |  114926447 |  167630689 |  354900067
    num cache misses                 |    1762131 |    1816475 |    1973224 |    3528523
    miss rate                        |      0.97% |      1.58% |      1.18% |      0.99%
    mpki                             |       3.90 |       7.27 |       4.67 |       5.72
  Cache L2                           |            |            |            |           
    num cache accesses               |    3415118 |    2209540 |    4059752 |    3636513
    num cache misses                 |    1695578 |    1734189 |    1469262 |    2738458
    miss rate                        |     49.65% |     78.49% |     36.19% |     75.30%
    mpki                             |       3.75 |       6.94 |       3.48 |       4.44
  Cache L3                           |            |            |            |           
    num cache accesses               |    1868560 |    2100332 |    1668201 |    2796127
    num cache misses                 |    1565275 |    1723208 |    1267995 |    2714413
    miss rate                        |     83.77% |     82.04% |     76.01% |     97.08%
    mpki                             |       3.46 |       6.89 |       3.00 |       4.40
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10344431 |          0 |          0 |          0
  average dram access latency (ns)   |     116.04 |        inf |        inf |        inf
  average dram queueing delay        |       6.03 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
