                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5223704256 |  3089929553 |  3186780560 |  4719269926 |   975783301 |  2305214273 |  5138291422 |   249999989
  Cycles                             |  4260420359 |  4260420328 |  4260420889 |  4260420338 |  4260420381 |  4260420610 |  4260420346 |  4260416543
  IPC                                |        1.23 |        0.73 |        0.75 |        1.11 |        0.23 |        0.54 |        1.21 |        0.06
  Time (ns)                          |  1420140120 |  1420140110 |  1420140297 |  1420140113 |  1420140127 |  1420140204 |  1420140116 |  1420138848
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   462381557 |   334606256 |   409828283 |   269215045 |   165342726 |   140129737 |   236612671 |    43244780
  num incorrect                      |    77130767 |    50978020 |    95883291 |    45519960 |    15248561 |    84322580 |     1967315 |    11689069
  misprediction rate                 |      14.30% |      13.22% |      18.96% |      14.46% |       8.44% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.77 |       16.50 |       30.09 |        9.65 |       15.63 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   593030982 |   363622565 |   446948948 |   530116215 |   113199130 |   275155464 |   393095487 |    23761816
    num misses                       |        1812 |          10 |         237 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2184638734 |  1388564891 |  1246731356 |  2216973462 |   338403227 |  1059965490 |  2956749533 |    88558906
    num misses                       |     1153829 |    14124021 |     2203702 |     1431269 |     5751876 |     7287120 |      397889 |    21160384
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.70% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.57 |        0.69 |        0.30 |        5.89 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1155641 |    14124031 |     2203939 |     1431325 |     5751918 |     7287130 |      397932 |    21160387
    num misses                       |       36577 |     1256657 |      353591 |      225682 |     1559247 |     5794304 |      114925 |    10898300
    miss rate                        |       3.17% |       8.90% |      16.04% |      15.77% |      27.11% |      79.51% |      28.88% |      51.50%
    mpki                             |        0.01 |        0.41 |        0.11 |        0.05 |        1.60 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   593030982 |   363622565 |   446948948 |   530116215 |   113199130 |   275155464 |   393095487 |    23761816
    num cache misses                 |     7282246 |       38628 |    12964136 |      809590 |       45957 |       39744 |      151415 |       27620
    miss rate                        |       1.23% |       0.01% |       2.90% |       0.15% |       0.04% |       0.01% |       0.04% |       0.12%
    mpki                             |        1.39 |        0.01 |        4.07 |        0.17 |        0.05 |        0.02 |        0.03 |        0.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2184638734 |  1388564891 |  1246731356 |  2216973462 |   338403227 |  1059965490 |  2956749533 |    88558906
    num cache misses                 |    20167065 |    44440982 |    15354484 |    13311008 |    39413578 |    16405910 |    26714037 |    28772528
    miss rate                        |       0.92% |       3.20% |       1.23% |       0.60% |      11.65% |       1.55% |       0.90% |      32.49%
    mpki                             |        3.86 |       14.38 |        4.82 |        2.82 |       40.39 |        7.12 |        5.20 |      115.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27624037 |    45033137 |    29411188 |    14158218 |    43023375 |    18310808 |    26937785 |    32546493
    num cache misses                 |     3018184 |    13340142 |     4622566 |     7038853 |    26477964 |     8351886 |    13630888 |    18838920
    miss rate                        |      10.93% |      29.62% |      15.72% |      49.72% |      61.54% |      45.61% |      50.60% |      57.88%
    mpki                             |        0.58 |        4.32 |        1.45 |        1.49 |       27.14 |        3.62 |        2.65 |       75.36
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3229949 |    14192159 |     5759919 |     7196117 |    30171524 |    10798734 |    13734681 |    22683768
    num cache misses                 |     2991806 |    10571960 |     4515201 |     6959039 |    21333484 |     6114657 |    11866317 |    17449557
    miss rate                        |      92.63% |      74.49% |      78.39% |      96.71% |      70.71% |      56.62% |      86.40% |      76.93%
    mpki                             |        0.57 |        3.42 |        1.42 |        1.47 |       21.86 |        2.65 |        2.31 |       69.80
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   119985313 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      176.73 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       66.72 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      84.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
