                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   268377402 |  3316719425 |  2047242108 |   871714958 |  3414378305 |  1964093944 |  2115595429 |  2079875325 |  1161570731 |   249999886 |   972521040 |   443783239 |  4175963630 |   601354839 |   350659081 |  4709932884
  Cycles                             |  2558485860 |  2558484734 |  2558485553 |  2558485076 |  2558484801 |  2558485682 |  2558485248 |  2558484900 |  2558485191 |  2558480921 |  2558485367 |  2558485187 |  2558484739 |  2558485597 |  2558484959 |  2558484829
  IPC                                |        0.10 |        1.30 |        0.80 |        0.34 |        1.33 |        0.77 |        0.83 |        0.81 |        0.45 |        0.10 |        0.38 |        0.17 |        1.63 |        0.24 |        0.14 |        1.84
  Time (ns)                          |   852828620 |   852828245 |   852828518 |   852828359 |   852828267 |   852828561 |   852828416 |   852828300 |   852828397 |   852826974 |   852828456 |   852828396 |   852828247 |   852828533 |   852828320 |   852828277
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    45904311 |   266758895 |   116089129 |    19456080 |   150094620 |   252666283 |    97417320 |   317914031 |    70587151 |    34399075 |   146826781 |     4004695 |   278578455 |    32271899 |    27789400 |   869220767
  num incorrect                      |     4103195 |    44828070 |    19638751 |      344822 |     8536842 |    59089109 |      808857 |    81560944 |    42477397 |     4720676 |    32394876 |       26772 |    47686466 |      755216 |     2274261 |    59297324
  misprediction rate                 |       8.21% |      14.39% |      14.47% |       1.74% |       5.38% |      18.95% |       0.82% |      20.42% |      37.57% |      12.07% |      18.08% |       0.66% |      14.62% |       2.29% |       7.56% |       6.39%
  mpki                               |       15.29 |       13.52 |        9.59 |        0.40 |        2.50 |       30.08 |        0.38 |       39.21 |       36.57 |       18.88 |       33.31 |        0.06 |       11.42 |        1.26 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    31262181 |   485911021 |   229378160 |    78574440 |   325681769 |   275471797 |   161847431 |   270644151 |   138573663 |    43801034 |   135433021 |    39220701 |   506599479 |    60852984 |    29793157 |   772310877
    num misses                       |          42 |          65 |          56 |           4 |           8 |         183 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    92823775 |  1590370409 |   963573439 |   345034158 |  1040619209 |   768229119 |  1217385089 |   699962433 |   534181082 |   116504258 |   378148435 |   120548375 |  1760249917 |   210400592 |    96429784 |  1534960036
    num misses                       |     1546330 |     8870532 |      622299 |      173744 |      329817 |     1357666 |      163624 |     3097627 |     3659630 |     4542938 |     2014896 |      214052 |    12437543 |      327308 |      472373 |          23
    miss rate                        |       1.67% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.16% |       0.49% |       0.00%
    mpki                             |        5.76 |        2.67 |        0.30 |        0.20 |        0.10 |        0.69 |        0.08 |        1.49 |        3.15 |       18.17 |        2.07 |        0.48 |        2.98 |        0.54 |        1.35 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     1546372 |     8870597 |      622355 |      173748 |      329825 |     1357849 |      163667 |     3097646 |     3659640 |     4543022 |     2015139 |      214055 |    12437561 |      327355 |      472415 |          62
    num misses                       |      424776 |       56673 |       98118 |       96991 |        8297 |      217782 |       48141 |      648296 |     2907339 |     1361711 |      192499 |      213891 |       94699 |      101623 |      149336 |          62
    miss rate                        |      27.47% |       0.64% |      15.77% |      55.82% |       2.52% |      16.04% |      29.41% |      20.93% |      79.44% |      29.97% |       9.55% |      99.92% |       0.76% |      31.04% |      31.61% |     100.00%
    mpki                             |        1.58 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.50 |        5.45 |        0.20 |        0.48 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    31262181 |   485911021 |   229378160 |    78574440 |   325681769 |   275471797 |   161847431 |   270644151 |   138573663 |    43801034 |   135433021 |    39220701 |   506599479 |    60852984 |    29793157 |   772310877
    num cache misses                 |       34888 |    16059840 |      670019 |      101587 |       53717 |     8549931 |      144983 |     1375295 |       76799 |      950638 |     7921681 |      304492 |     4357336 |       59305 |       60487 |     7275008
