                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  273895887 |  369101870 |  529406816 |  598837585 |  421966637 |  274072862 |  650652448 |  249999884
  Cycles                             |  440317496 |  440317500 |  440317500 |  440317500 |  440317504 |  440317500 |  440317512 |  440314207
  IPC                                |       0.62 |       0.84 |       1.20 |       1.36 |       0.96 |       0.62 |       1.48 |       0.57
  Time (ns)                          |  146772499 |  146772500 |  146772500 |  146772500 |  146772502 |  146772500 |  146772504 |  146771403
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16639766 |   56383937 |   42573449 |   34369631 |   18002135 |   41600578 |   43580576 |   13325983
  num incorrect                      |   10014059 |   14554810 |    7157593 |    5846614 |   17815766 |    9010503 |    7392165 |     311809
  misprediction rate                 |     37.57% |     20.52% |     14.39% |     14.54% |     49.74% |     17.80% |     14.50% |      2.29%
  mpki                               |      36.56 |      39.43 |      13.52 |       9.76 |      42.22 |      32.88 |      11.36 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   32665307 |   48067237 |   77564245 |   67996020 |   31280852 |   37940284 |   78819725 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  126003451 |  124105455 |  253787559 |  280730972 |  119708986 |  106527796 |  273787903 |   86640605
    num misses                       |     864197 |     547504 |    1419691 |     183115 |       4854 |     572241 |    1887500 |     133106
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.16 |       1.48 |       2.68 |       0.31 |       0.01 |       2.09 |       2.90 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     864207 |     547523 |    1419756 |     183171 |       4906 |     572381 |    1887518 |     133153
    num misses                       |     686128 |     114570 |       9114 |      28530 |       4288 |      52930 |      14168 |      40812
    miss rate                        |     79.39% |     20.93% |      0.64% |     15.58% |     87.40% |      9.25% |      0.75% |     30.65%
    mpki                             |       2.51 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   32665307 |   48067237 |   77564245 |   67996020 |   31280852 |   37940284 |   78819725 |   24892730
    num cache misses                 |      19474 |     334923 |    2638142 |     202563 |      40699 |    2275628 |     786753 |      35368
    miss rate                        |      0.06% |      0.70% |      3.40% |      0.30% |      0.13% |      6.00% |      1.00% |      0.14%
    mpki                             |       0.07 |       0.91 |       4.98 |       0.34 |       0.10 |       8.30 |       1.21 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  126003451 |  124105455 |  253787559 |  280730972 |  119708986 |  106527796 |  273787903 |   86640605
    num cache misses                 |    1966771 |     594851 |    8673895 |    1723617 |     345520 |    2445571 |    1513813 |    3126447
    miss rate                        |      1.56% |      0.48% |      3.42% |      0.61% |      0.29% |      2.30% |      0.55% |      3.61%
    mpki                             |       7.18 |       1.61 |      16.38 |       2.88 |       0.82 |       8.92 |       2.33 |      12.51
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2203378 |    1044906 |   11327746 |    1929530 |     433252 |    4853130 |    2344285 |    3653747
    num cache misses                 |    1852645 |     539635 |    2056482 |    1382039 |     381553 |    2509030 |     568098 |    2697484
    miss rate                        |     84.08% |     51.64% |     18.15% |     71.63% |     88.07% |     51.70% |     24.23% |     73.83%
    mpki                             |       6.76 |       1.46 |       3.88 |       2.31 |       0.90 |       9.15 |       0.87 |      10.79
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2092993 |     657101 |    2074582 |    1385696 |     428984 |    2641492 |     613272 |    3212478
    num cache misses                 |     731502 |     365495 |     301971 |     646116 |     380276 |     778732 |     345156 |    2503849
    miss rate                        |     34.95% |     55.62% |     14.56% |     46.63% |     88.65% |     29.48% |     56.28% |     77.94%
    mpki                             |       2.67 |       0.99 |       0.57 |       1.08 |       0.90 |       2.84 |       0.53 |      10.02
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    8566341 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     125.44 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      15.43 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     58.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
