                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   840233837 |  1897441549 |  1474427813 |   930173803 |   723473810 |  1206668171 |  1714342630
  Cycles                             |  1091617325 |  1091619691 |  1091619731 |  1091620167 |  1091619698 |  1091619900 |  1091620126 |  1091619876
  IPC                                |        0.23 |        0.77 |        1.74 |        1.35 |        0.85 |        0.66 |        1.11 |        1.57
  Time (ns)                          |   363872442 |   363873230 |   363873244 |   363873389 |   363873233 |   363873300 |   363873375 |   363873292
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19130777 |   108599070 |    65094476 |     1215303 |    43966342 |   182012727 |   225210248
  num incorrect                      |     2521753 |      339162 |    18384204 |     3682925 |       20596 |    26459784 |    20430115 |    23370681
  misprediction rate                 |       5.85% |       1.74% |      14.48% |       5.35% |       1.67% |      37.57% |      10.09% |       9.40%
  mpki                               |       10.09 |        0.40 |        9.69 |        2.50 |        0.02 |       36.57 |       16.93 |       13.63
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    75866154 |   213497309 |   140519514 |   106537407 |    86308673 |   193152274 |   258972078
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7273 |        1153
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   329986882 |   890721392 |   448312738 |   695851141 |   332630965 |   485797734 |   674885239
    num misses                       |       88470 |      168129 |      571929 |      142948 |    25203854 |     2280089 |     2711375 |      204767
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.62% |       0.69% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       27.10 |        3.15 |        2.25 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      168133 |      571985 |      142956 |    25203860 |     2280099 |     2718648 |      205920
    num misses                       |       88474 |       92450 |       90288 |        3737 |    18051841 |     1812260 |      389249 |        6177
    miss rate                        |     100.00% |      54.99% |      15.79% |       2.61% |      71.62% |      79.48% |      14.32% |       3.00%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.41 |        2.50 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    75866154 |   213497309 |   140519514 |   106537407 |    86308673 |   193152274 |   258972078
    num cache misses                 |        7542 |      104968 |      616404 |       48090 |      490309 |       47597 |     3687375 |     5457408
    miss rate                        |       0.02% |       0.14% |       0.29% |       0.03% |       0.46% |       0.06% |       1.91% |       2.11%
    mpki                             |        0.03 |        0.12 |        0.32 |        0.03 |        0.53 |        0.07 |        3.06 |        3.18
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   329986882 |   890721392 |   448312738 |   695851141 |   332630965 |   485797734 |   674885239
    num cache misses                 |     5663887 |     8330127 |     5448822 |    12045218 |     7674099 |     5141802 |     4555935 |     8276094
    miss rate                        |       7.49% |       2.52% |       0.61% |       2.69% |       1.10% |       1.55% |       0.94% |       1.23%
    mpki                             |       22.66 |        9.91 |        2.87 |        8.17 |        8.25 |        7.11 |        3.78 |        4.83
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7681959 |     8452013 |     6066439 |    12194260 |     8171711 |     5657980 |     8386445 |    13817546
    num cache misses                 |     5671429 |     6086266 |     4257150 |      789385 |     5752867 |     4828847 |     4420772 |      968639
    miss rate                        |      73.83% |      72.01% |      70.18% |       6.47% |      70.40% |      85.35% |      52.71% |       7.01%
    mpki                             |       22.69 |        7.24 |        2.24 |        0.54 |        6.18 |        6.67 |        3.66 |        0.57
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7681959 |     6109031 |     4258508 |      895011 |     5760299 |     5362833 |     4564467 |     1053315
    num cache misses                 |     5627842 |     5858922 |      256242 |      678570 |     5029582 |     1472291 |     1289539 |      738048
    miss rate                        |      73.26% |      95.91% |       6.02% |      75.82% |      87.31% |      27.45% |      28.25% |      70.07%
    mpki                             |       22.51 |        6.97 |        0.14 |        0.46 |        5.41 |        2.04 |        1.07 |        0.43
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27752369 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      147.96 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       37.95 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      76.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
